year,country_iso,country_name,commodity,import_value,export_value,trade_balance,tax_rate,gdp_usd,total_imports_country,total_exports_country,total_trade_country,global_total_imports,global_total_exports,global_total_trade,imports_gdp_ratio,exports_gdp_ratio,tariff_prev_year,tariff_change_value,tariff_change_direction,yoy_import_value,yoy_export_value,yoy_trade_balance,partner_iso,partner_name,commodity_group,is_major_economy
2015,BRA,Brazil,87,6929859665.0,1713660642.0,-5216199023.0,8.27,1802212206814.5,37649931186.0,15320100722.0,52970031908.0,1744588645910.131,1474471947257.358,3219060593167.4893,0.0038451962753314564,0.0009508650732251895,8.27,0.0,no_change,-0.5478223732323426,0.07980078834136184,-0.620322792429201,MEX,Mexico,electronics,True
2015,BRA,Brazil,87,6929859665.0,1713660642.0,-5216199023.0,8.27,1802212206814.5,37649931186.0,15320100722.0,52970031908.0,1744588645910.131,1474471947257.358,3219060593167.4893,0.0038451962753314564,0.0009508650732251895,8.27,0.0,no_change,-0.5478223732323426,0.07980078834136184,-0.620322792429201,IND,India,electronics,True
2015,BRA,Brazil,87,6929859665.0,1713660642.0,-5216199023.0,8.27,1802212206814.5,37649931186.0,15320100722.0,52970031908.0,1744588645910.131,1474471947257.358,3219060593167.4893,0.0038451962753314564,0.0009508650732251895,8.27,0.0,no_change,-0.5478223732323426,0.07980078834136184,-0.620322792429201,ZAF,South Africa,electronics,True
2015,BRA,Brazil,87,6929859665.0,1713660642.0,-5216199023.0,8.27,1802212206814.5,37649931186.0,15320100722.0,52970031908.0,1744588645910.131,1474471947257.358,3219060593167.4893,0.0038451962753314564,0.0009508650732251895,8.27,0.0,no_change,-0.5478223732323426,0.07980078834136184,-0.620322792429201,GBR,United Kingdom,electronics,True
2015,BRA,Brazil,87,6929859665.0,1713660642.0,-5216199023.0,8.27,1802212206814.5,37649931186.0,15320100722.0,52970031908.0,1744588645910.131,1474471947257.358,3219060593167.4893,0.0038451962753314564,0.0009508650732251895,8.27,0.0,no_change,-0.5478223732323426,0.07980078834136184,-0.620322792429201,USA,USA,electronics,True
2015,BRA,Brazil,87,6929859665.0,1713660642.0,-5216199023.0,8.27,1802212206814.5,37649931186.0,15320100722.0,52970031908.0,1744588645910.131,1474471947257.358,3219060593167.4893,0.0038451962753314564,0.0009508650732251895,8.27,0.0,no_change,-0.5478223732323426,0.07980078834136184,-0.620322792429201,NGA,Nigeria,electronics,True
2016,BRA,Brazil,2,151971.0,3175336814.0,3175184843.0,8.01,1795693482853.01,28070981408.0,13950410912.0,42021392320.0,1670849186834.347,1420745041404.847,3091594228239.194,8.46308133605004e-08,0.0017683066983987731,8.27,-0.2599999999999998,down,-0.9999780701186826,0.8529554429715378,-1.6087161990943075,USA,USA,chemicals,True
2016,BRA,Brazil,2,151971.0,3175336814.0,3175184843.0,8.01,1795693482853.01,28070981408.0,13950410912.0,42021392320.0,1670849186834.347,1420745041404.847,3091594228239.194,8.46308133605004e-08,0.0017683066983987731,8.27,-0.2599999999999998,down,-0.9999780701186826,0.8529554429715378,-1.6087161990943075,CAN,Canada,chemicals,True
2016,BRA,Brazil,2,151971.0,3175336814.0,3175184843.0,8.01,1795693482853.01,28070981408.0,13950410912.0,42021392320.0,1670849186834.347,1420745041404.847,3091594228239.194,8.46308133605004e-08,0.0017683066983987731,8.27,-0.2599999999999998,down,-0.9999780701186826,0.8529554429715378,-1.6087161990943075,CHN,China,chemicals,True
2016,BRA,Brazil,2,151971.0,3175336814.0,3175184843.0,8.01,1795693482853.01,28070981408.0,13950410912.0,42021392320.0,1670849186834.347,1420745041404.847,3091594228239.194,8.46308133605004e-08,0.0017683066983987731,8.27,-0.2599999999999998,down,-0.9999780701186826,0.8529554429715378,-1.6087161990943075,DEU,Germany,chemicals,True
2016,BRA,Brazil,2,151971.0,3175336814.0,3175184843.0,8.01,1795693482853.01,28070981408.0,13950410912.0,42021392320.0,1670849186834.347,1420745041404.847,3091594228239.194,8.46308133605004e-08,0.0017683066983987731,8.27,-0.2599999999999998,down,-0.9999780701186826,0.8529554429715378,-1.6087161990943075,JPN,Japan,chemicals,True
2016,BRA,Brazil,2,151971.0,3175336814.0,3175184843.0,8.01,1795693482853.01,28070981408.0,13950410912.0,42021392320.0,1670849186834.347,1420745041404.847,3091594228239.194,8.46308133605004e-08,0.0017683066983987731,8.27,-0.2599999999999998,down,-0.9999780701186826,0.8529554429715378,-1.6087161990943075,KOR,Rep. of Korea,chemicals,True
2016,BRA,Brazil,2,151971.0,3175336814.0,3175184843.0,8.01,1795693482853.01,28070981408.0,13950410912.0,42021392320.0,1670849186834.347,1420745041404.847,3091594228239.194,8.46308133605004e-08,0.0017683066983987731,8.27,-0.2599999999999998,down,-0.9999780701186826,0.8529554429715378,-1.6087161990943075,MEX,Mexico,chemicals,True
2016,BRA,Brazil,2,151971.0,3175336814.0,3175184843.0,8.01,1795693482853.01,28070981408.0,13950410912.0,42021392320.0,1670849186834.347,1420745041404.847,3091594228239.194,8.46308133605004e-08,0.0017683066983987731,8.27,-0.2599999999999998,down,-0.9999780701186826,0.8529554429715378,-1.6087161990943075,NGA,Nigeria,chemicals,True
