"","reporterDesc","partnerDesc","primaryValue","flowCode"
"7400","French Polynesia","Bosnia Herzegovina",38861,"M"
"7401","French Polynesia","Brazil",4569084,"M"
"7402","French Polynesia","Bulgaria",441935,"M"
"7403","French Polynesia","Myanmar",346902,"M"
"7404","French Polynesia","Belarus",868,"M"
"7405","French Polynesia","Cambodia",112429,"M"
"7406","French Polynesia","Canada",4881591,"M"
"7407","French Polynesia","Sri Lanka",183032,"M"
"7408","French Polynesia","Chile",345828,"M"
"7409","French Polynesia","China",133127422,"M"
"7410","French Polynesia","Colombia",71907,"M"
"7411","French Polynesia","Costa Rica",134633,"M"
"7412","French Polynesia","Croatia",9167,"M"
"7413","French Polynesia","Cyprus",708883,"M"
"7414","French Polynesia","Czechia",808831,"M"
"7415","French Polynesia","Denmark",1161485,"M"
"7416","French Polynesia","Dominican Rep.",176984,"M"
"7417","French Polynesia","Ecuador",72482,"M"
"7418","French Polynesia","Equatorial Guinea",178,"M"
"7419","French Polynesia","Ethiopia",6826,"M"
"7420","French Polynesia","Estonia",501796,"M"
"7421","French Polynesia","Fiji",3314005,"M"
"7422","French Polynesia","Finland",170974,"M"
"7423","French Polynesia","France",119911040,"M"
"7424","French Polynesia","Germany",24137022,"M"
"7425","French Polynesia","Ghana",4280,"M"
"7426","French Polynesia","Greece",609033,"M"
"7427","French Polynesia","Guatemala",14167,"M"
"7428","French Polynesia","Guyana",183486,"M"
"7429","French Polynesia","Honduras",763,"M"
"7430","French Polynesia","China, Hong Kong SAR",2804600,"M"
"7431","French Polynesia","Hungary",1867160,"M"
"7432","French Polynesia","Iceland",69717,"M"
"7433","French Polynesia","Indonesia",11212265,"M"
"7434","French Polynesia","Ireland",2859576,"M"
"7435","French Polynesia","Israel",111571,"M"
"7436","French Polynesia","Italy",22418072,"M"
"7437","French Polynesia","Cote d'Ivoire",2775,"M"
"7438","French Polynesia","Japan",16532843,"M"
"7439","French Polynesia","Jordan",3016,"M"
"7440","French Polynesia","Kenya",56868,"M"
"7441","French Polynesia","Rep. of Korea",13170694,"M"
"7442","French Polynesia","Latvia",109796,"M"
"7443","French Polynesia","Lithuania",1506396,"M"
"7444","French Polynesia","Luxembourg",27863,"M"
"7445","French Polynesia","Madagascar",55216,"M"
"7446","French Polynesia","Malaysia",2298649,"M"
"7447","French Polynesia","Maldives",4801,"M"
"7448","French Polynesia","Malta",185210,"M"
"7449","French Polynesia","Mauritius",1938,"M"
"7450","French Polynesia","Mexico",2015940,"M"
"7451","French Polynesia","Other Asia, nes",2483890,"M"
"7452","French Polynesia","Morocco",85091,"M"
"7453","French Polynesia","Netherlands",4714800,"M"
"7454","French Polynesia","New Caledonia",29989,"M"
"7455","French Polynesia","New Zealand",50915391,"M"
"7456","French Polynesia","Nigeria",1475,"M"
"7457","French Polynesia","Other Europe, nes",9013,"M"
"7458","French Polynesia","Norway",313824,"M"
"7459","French Polynesia","Pakistan",478061,"M"
"7460","French Polynesia","Panama",350,"M"
"7461","French Polynesia","Paraguay",28173,"M"
"7462","French Polynesia","Peru",163523,"M"
"7463","French Polynesia","Philippines",370043,"M"
"7464","French Polynesia","Poland",5951752,"M"
"7465","French Polynesia","Portugal",1409803,"M"
"7466","French Polynesia","Romania",777565,"M"
"7467","French Polynesia","Russian Federation",1219,"M"
"7468","French Polynesia","Senegal",1387,"M"
"7469","French Polynesia","Serbia",47781,"M"
"7470","French Polynesia","Sierra Leone",40617,"M"
"7471","French Polynesia","India",8953057,"M"
"7472","French Polynesia","Singapore",5855701,"M"
"7473","French Polynesia","Slovakia",116358,"M"
"7474","French Polynesia","Viet Nam",11050114,"M"
"7475","French Polynesia","Slovenia",1433294,"M"
"7476","French Polynesia","South Africa",51630,"M"
"7477","French Polynesia","Spain",13275235,"M"
"7478","French Polynesia","Sudan",397,"M"
"7479","French Polynesia","Sweden",916309,"M"
"7480","French Polynesia","Switzerland",8330689,"M"
"7481","French Polynesia","Syria",7920,"M"
"7482","French Polynesia","Thailand",26793562,"M"
"7483","French Polynesia","Trinidad and Tobago",506,"M"
"7484","French Polynesia","United Arab Emirates",27690,"M"
"7485","French Polynesia","Tunisia",709472,"M"
"7486","French Polynesia","Turkiye",4557921,"M"
"7487","French Polynesia","Turks and Caicos Isds",8562,"M"
"7488","French Polynesia","Ukraine",110543,"M"
"7489","French Polynesia","North Macedonia",9837,"M"
"7490","French Polynesia","Egypt",131730,"M"
"7491","French Polynesia","United Kingdom",4793378,"M"
"7492","French Polynesia","USA",75679254,"M"
"7493","French Polynesia","Uruguay",8539262,"M"
"7494","French Polynesia","Uzbekistan",17371,"M"
"7495","French Polynesia","Zambia",456,"M"
"7496","French Polynesia","Areas, nes",1653957070,"M"
"7497","Georgia","Afghanistan",3663,"M"
"7498","Georgia","Albania",1090941,"M"
"7499","Georgia","Algeria",28909,"M"
"7500","Georgia","Andorra",30586,"M"
"7501","Georgia","Azerbaijan",584042534,"M"
"7502","Georgia","Argentina",25311738,"M"
"7503","Georgia","Australia",1179500,"M"
"7504","Georgia","Austria",100362578,"M"
"7505","Georgia","Bahamas",14123,"M"
"7506","Georgia","Bahrain",325123,"M"
"7507","Georgia","Bangladesh",2786092,"M"
"7508","Georgia","Armenia",236893464,"M"
"7509","Georgia","Belgium",165681217,"M"
"7510","Georgia","Bermuda",1493682,"M"
"7511","Georgia","Bosnia Herzegovina",445886,"M"
"7512","Georgia","Brazil",102769335,"M"
"7513","Georgia","Belize",32395,"M"
"7514","Georgia","Bulgaria",304685639,"M"
"7515","Georgia","Belarus",141460777,"M"
"7516","Georgia","Cambodia",107373,"M"
"7517","Georgia","Canada",52330547,"M"
"7518","Georgia","Sri Lanka",2116742,"M"
"7519","Georgia","Chad",23000,"M"
"7520","Georgia","Chile",2691008,"M"
"7521","Georgia","China",1612880612,"M"
"7522","Georgia","Colombia",686361,"M"
"7523","Georgia","Costa Rica",293144,"M"
"7524","Georgia","Croatia",19317509,"M"
"7525","Georgia","Cuba",639388,"M"
"7526","Georgia","Cyprus",17659967,"M"
"7527","Georgia","Czechia",211600440,"M"
"7528","Georgia","Benin",105000,"M"
"7529","Georgia","Denmark",35912357,"M"
"7530","Georgia","Dominica",10310,"M"
"7531","Georgia","Ecuador",40574687,"M"
"7532","Georgia","Ethiopia",350487,"M"
"7533","Georgia","Estonia",42944142,"M"
"7534","Georgia","Faroe Isds",442645,"M"
"7535","Georgia","Finland",26556634,"M"
"7536","Georgia","France",306450845,"M"
"7537","Georgia","Gabon",13599532,"M"
"7538","Georgia","State of Palestine",16318,"M"
"7539","Georgia","Germany",1328035749,"M"
"7540","Georgia","Ghana",24631,"M"
"7541","Georgia","Greece",84196963,"M"
"7542","Georgia","Grenada",17059,"M"
"7543","Georgia","Guinea",139537,"M"
"7544","Georgia","Holy See (Vatican City State)",45799,"M"
"7545","Georgia","China, Hong Kong SAR",223475122,"M"
"7546","Georgia","Hungary",85368064,"M"
"7547","Georgia","Iceland",4831525,"M"
"7548","Georgia","Indonesia",17992074,"M"
"7549","Georgia","Iran",285060435,"M"
"7550","Georgia","Iraq",36632206,"M"
"7551","Georgia","Ireland",17208959,"M"
"7552","Georgia","Israel",22403345,"M"
"7553","Georgia","Italy",416751212,"M"
"7554","Georgia","Japan",560189460,"M"
"7555","Georgia","Kazakhstan",62069821,"M"
"7556","Georgia","Jordan",551838,"M"
"7557","Georgia","Kenya",1331966,"M"
"7558","Georgia","Rep. of Korea",121694056,"M"
"7559","Georgia","Kuwait",2727,"M"
"7560","Georgia","Kyrgyzstan",5389946,"M"
"7561","Georgia","Lebanon",768872,"M"
"7562","Georgia","Latvia",42017734,"M"
"7563","Georgia","Libya",3430382,"M"
"7564","Georgia","Lithuania",116931560,"M"
"7565","Georgia","Luxembourg",6301242,"M"
"7566","Georgia","Malawi",1202603,"M"
"7567","Georgia","Malaysia",11984910,"M"
"7568","Georgia","Maldives",2896,"M"
"7569","Georgia","Malta",27752700,"M"
"7570","Georgia","Mauritius",27375,"M"
"7571","Georgia","Mexico",3088693,"M"
"7572","Georgia","Other Asia, nes",16318663,"M"
"7573","Georgia","Rep. of Moldova",19165615,"M"
"7574","Georgia","Montenegro",344122,"M"
"7575","Georgia","Morocco",2938970,"M"
"7576","Georgia","Oman",2349972,"M"
"7577","Georgia","Namibia",8975,"M"
"7578","Georgia","Nepal",22198,"M"
"7579","Georgia","Netherlands",312142452,"M"
"7580","Georgia","New Zealand",2002718,"M"
"7581","Georgia","Nicaragua",21783,"M"
"7582","Georgia","Niger",26614,"M"
"7583","Georgia","Nigeria",142806,"M"
"7584","Georgia","Norway",13347511,"M"
"7585","Georgia","N. Mariana Isds",65021,"M"
"7586","Georgia","Marshall Isds",24937,"M"
"7587","Georgia","Pakistan",7493837,"M"
"7588","Georgia","Panama",5004924,"M"
"7589","Georgia","Paraguay",4411553,"M"
"7590","Georgia","Peru",670383,"M"
"7591","Georgia","Philippines",224739,"M"
"7592","Georgia","Poland",328313797,"M"
"7593","Georgia","Portugal",20523010,"M"
"7594","Georgia","Qatar",24861441,"M"
"7595","Georgia","Romania",218725581,"M"
"7596","Georgia","Russian Federation",1849803340,"M"
"7597","Georgia","San Marino",1046529,"M"
"7598","Georgia","Saudi Arabia",5456623,"M"
"7599","Georgia","Senegal",2200,"M"
"7600","Georgia","Serbia",14430478,"M"
"7601","Georgia","India",103652571,"M"
"7602","Georgia","Singapore",30153484,"M"
"7603","Georgia","Slovakia",28162538,"M"
"7604","Georgia","Viet Nam",46608367,"M"
"7605","Georgia","Slovenia",34787354,"M"
"7606","Georgia","South Africa",19863527,"M"
"7607","Georgia","Zimbabwe",1346,"M"
"7608","Georgia","Spain",274788816,"M"
"7609","Georgia","Sweden",42365759,"M"
"7610","Georgia","Switzerland",167450557,"M"
"7611","Georgia","Syria",700624,"M"
"7612","Georgia","Tajikistan",336109,"M"
"7613","Georgia","Thailand",19228998,"M"
"7614","Georgia","United Arab Emirates",333667858,"M"
"7615","Georgia","Tunisia",143124,"M"
"7616","Georgia","Turkiye",2775280396,"M"
"7617","Georgia","Turkmenistan",58167910,"M"
"7618","Georgia","Uganda",5000,"M"
"7619","Georgia","Ukraine",251120674,"M"
"7620","Georgia","North Macedonia",1680489,"M"
"7621","Georgia","Egypt",53870657,"M"
"7622","Georgia","United Kingdom",153097564,"M"
"7623","Georgia","United Rep. of Tanzania",51277,"M"
"7624","Georgia","USA",2093747588,"M"
"7625","Georgia","Uruguay",5624482,"M"
"7626","Georgia","Uzbekistan",95381892,"M"
"7627","Gambia","Algeria",7463275,"M"
"7628","Gambia","Angola",8329,"M"
"7629","Gambia","Argentina",2011996,"M"
"7630","Gambia","Australia",257531,"M"
"7631","Gambia","Austria",214558,"M"
"7632","Gambia","Bangladesh",110782,"M"
"7633","Gambia","Belgium",39708669,"M"
"7634","Gambia","Bhutan",748,"M"
"7635","Gambia","Brazil",39210196,"M"
"7636","Gambia","Belize",7989865,"M"
"7637","Gambia","Br. Indian Ocean Terr.",29345,"M"
"7638","Gambia","Bulgaria",67447,"M"
"7639","Gambia","Belarus",4275,"M"
"7640","Gambia","Cameroon",16580,"M"
"7641","Gambia","Canada",1851410,"M"
"7642","Gambia","Cabo Verde",683905,"M"
"7643","Gambia","Sri Lanka",734270,"M"
"7644","Gambia","China",85994791,"M"
"7645","Gambia","Colombia",65126,"M"
"7646","Gambia","Congo",2350,"M"
"7647","Gambia","Croatia",3108,"M"
"7648","Gambia","Cyprus",90767,"M"
"7649","Gambia","Czechia",15204,"M"
"7650","Gambia","Benin",18531,"M"
"7651","Gambia","Denmark",12055533,"M"
"7652","Gambia","Ecuador",10913,"M"
"7653","Gambia","Ethiopia",14989,"M"
"7654","Gambia","Estonia",204337,"M"
"7655","Gambia","Fiji",1808,"M"
"7656","Gambia","Finland",458363,"M"
"7657","Gambia","France",20025356,"M"
"7658","Gambia","Djibouti",1635,"M"
"7659","Gambia","Gabon",82962,"M"
"7660","Gambia","Georgia",22694,"M"
"7661","Gambia","Germany",17413481,"M"
"7662","Gambia","Ghana",619870,"M"
"7663","Gambia","Gibraltar",96920,"M"
"7664","Gambia","Greece",193790,"M"
"7665","Gambia","Grenada",2464,"M"
"7666","Gambia","Guinea",1441486,"M"
"7667","Gambia","Guyana",363,"M"
"7668","Gambia","China, Hong Kong SAR",4332734,"M"
"7669","Gambia","Hungary",100502,"M"
"7670","Gambia","Iceland",1470,"M"
"7671","Gambia","Indonesia",8028610,"M"
"7672","Gambia","Ireland",868787,"M"
"7673","Gambia","Israel",136042,"M"
"7674","Gambia","Italy",1199423,"M"
"7675","Gambia","Cote d'Ivoire",31529833,"M"
"7676","Gambia","Japan",5679513,"M"
"7677","Gambia","Jordan",48987,"M"
"7678","Gambia","Kenya",91032,"M"
"7679","Gambia","Dem. People's Rep. of Korea",503012,"M"
"7680","Gambia","Rep. of Korea",1262906,"M"
"7681","Gambia","Kuwait",26242,"M"
"7682","Gambia","Lebanon",3069066,"M"
"7683","Gambia","Liberia",40473436,"M"
"7684","Gambia","Libya",42015,"M"
"7685","Gambia","Lithuania",5465592,"M"
"7686","Gambia","Madagascar",19068,"M"
"7687","Gambia","Malaysia",12883676,"M"
"7688","Gambia","Mali",29406,"M"
"7689","Gambia","Malta",240429,"M"
"7690","Gambia","Mauritania",74098,"M"
"7691","Gambia","Mexico",129896,"M"
"7692","Gambia","Other Asia, nes",350584,"M"
"7693","Gambia","Morocco",8921589,"M"
"7694","Gambia","Oman",78343,"M"
"7695","Gambia","Namibia",2198,"M"
"7696","Gambia","Netherlands",16930282,"M"
"7697","Gambia","Curacao",3026,"M"
"7698","Gambia","New Caledonia",18924,"M"
"7699","Gambia","Niger",21090,"M"
"7700","Gambia","Nigeria",38010508,"M"
"7701","Gambia","Norway",1114963,"M"
"7702","Gambia","Pakistan",7396167,"M"
"7703","Gambia","Panama",88881,"M"
"7704","Gambia","Paraguay",1277978,"M"
"7705","Gambia","Peru",67384,"M"
"7706","Gambia","Philippines",13205,"M"
"7707","Gambia","Poland",7403544,"M"
"7708","Gambia","Portugal",490873,"M"
"7709","Gambia","Guinea-Bissau",207092,"M"
"7710","Gambia","Qatar",29918,"M"
"7711","Gambia","Romania",29848,"M"
"7712","Gambia","Russian Federation",50948733,"M"
"7713","Gambia","Rwanda",683,"M"
"7714","Gambia","Saint Lucia",1403,"M"
"7715","Gambia","Saudi Arabia",548952,"M"
"7716","Gambia","Senegal",209470833,"M"
"7717","Gambia","Seychelles",19431,"M"
"7718","Gambia","Sierra Leone",174510,"M"
"7719","Gambia","India",49803427,"M"
"7720","Gambia","Singapore",3564106,"M"
"7721","Gambia","Viet Nam",454600,"M"
"7722","Gambia","Slovenia",3275,"M"
"7723","Gambia","South Africa",2705418,"M"
"7724","Gambia","Spain",35031056,"M"
"7725","Gambia","Eswatini",601673,"M"
"7726","Gambia","Sweden",1486727,"M"
"7727","Gambia","Switzerland",2461045,"M"
"7728","Gambia","Thailand",3221988,"M"
"7729","Gambia","Togo",13953256,"M"
"7730","Gambia","Tokelau",22394,"M"
"7731","Gambia","Tonga",8728299,"M"
"7732","Gambia","United Arab Emirates",22419722,"M"
"7733","Gambia","Tunisia",553753,"M"
"7734","Gambia","Turkiye",31931288,"M"
"7735","Gambia","Uganda",422717,"M"
"7736","Gambia","Ukraine",814940,"M"
"7737","Gambia","Egypt",38990021,"M"
"7738","Gambia","United Kingdom",17199380,"M"
"7739","Gambia","United Rep. of Tanzania",38514,"M"
"7740","Gambia","USA",34477478,"M"
"7741","Gambia","Uruguay",1381423,"M"
"7742","Gambia","Zambia",3089,"M"
"7743","Gambia","Areas, nes",19123839,"M"
"7744","Germany","Afghanistan",16065496,"M"
"7745","Germany","Albania",230513263,"M"
"7746","Germany","Antarctica",154935,"M"
"7747","Germany","Algeria",1279495098,"M"
"7748","Germany","American Samoa",1034,"M"
"7749","Germany","Andorra",2712250,"M"
"7750","Germany","Angola",114194006,"M"
"7751","Germany","Antigua and Barbuda",29997111,"M"
"7752","Germany","Azerbaijan",1131247828,"M"
"7753","Germany","Argentina",1057240465,"M"
"7754","Germany","Australia",4068978191,"M"
"7755","Germany","Austria",52551209012,"M"
"7756","Germany","Bahamas",2112711,"M"
"7757","Germany","Bahrain",320720801,"M"
"7758","Germany","Bangladesh",8846642145,"M"
"7759","Germany","Armenia",128228923,"M"
"7760","Germany","Barbados",5426155,"M"
"7761","Germany","Belgium",47280525272,"M"
"7762","Germany","Bermuda",688028,"M"
"7763","Germany","Bhutan",284721,"M"
"7764","Germany","Bolivia (Plurinational State of)",201055645,"M"
"7765","Germany","Bosnia Herzegovina",1256568110,"M"
"7766","Germany","Botswana",3570424,"M"
"7767","Germany","Bouvet Island",51033,"M"
"7768","Germany","Brazil",9254659118,"M"
"7769","Germany","Belize",6640808,"M"
"7770","Germany","Br. Indian Ocean Terr.",106379,"M"
"7771","Germany","Solomon Isds",2147542,"M"
"7772","Germany","Br. Virgin Isds",49194321,"M"
"7773","Germany","Brunei Darussalam",1322391,"M"
"7774","Germany","Bulgaria",6873576130,"M"
"7775","Germany","Myanmar",1247646214,"M"
"7776","Germany","Burundi",3014033,"M"
"7777","Germany","Belarus",166921032,"M"
"7778","Germany","Cambodia",2301765523,"M"
"7779","Germany","Cameroon",497514639,"M"
"7780","Germany","Canada",7249479732,"M"
"7781","Germany","Cabo Verde",295853,"M"
"7782","Germany","Cayman Isds",24166800,"M"
"7783","Germany","Central African Rep.",2130017,"M"
"7784","Germany","Sri Lanka",988492111,"M"
"7785","Germany","Chad",997343099,"M"
"7786","Germany","Chile",1822627180,"M"
"7787","Germany","China",169531634225,"M"
"7788","Germany","Christmas Isds",30893,"M"
"7789","Germany","Cocos Isds",40394,"M"
"7790","Germany","Colombia",1396466994,"M"
"7791","Germany","Comoros",2115449,"M"
"7792","Germany","Congo",86602926,"M"
"7793","Germany","Dem. Rep. of the Congo",278056475,"M"
"7794","Germany","Cook Isds",22780,"M"
"7795","Germany","Costa Rica",737103829,"M"
"7796","Germany","Croatia",2569149642,"M"
"7797","Germany","Cuba",69037342,"M"
"7798","Germany","Cyprus",139531130,"M"
"7799","Germany","Czechia",61523743167,"M"
"7800","Germany","Benin",4498576,"M"
"7801","Germany","Denmark",15402208090,"M"
"7802","Germany","Dominica",714503,"M"
"7803","Germany","Dominican Rep.",304339638,"M"
"7804","Germany","Ecuador",662103834,"M"
"7805","Germany","El Salvador",83010145,"M"
"7806","Germany","Equatorial Guinea",143932242,"M"
"7807","Germany","Ethiopia",251411468,"M"
"7808","Germany","Eritrea",559544,"M"
"7809","Germany","Estonia",1018812872,"M"
"7810","Germany","Faroe Isds",52844770,"M"
"7811","Germany","Falkland Isds (Malvinas)",5953007,"M"
"7812","Germany","South Georgia and the South Sandwich Islands",3232,"M"
"7813","Germany","Fiji",1061121,"M"
"7814","Germany","Finland",9937524813,"M"
"7815","Germany","France",70150743328,"M"
"7816","Germany","French Polynesia",1116248,"M"
"7817","Germany","Fr. South Antarctic Terr.",45722,"M"
"7818","Germany","Djibouti",1201432,"M"
"7819","Germany","Gabon",127175124,"M"
"7820","Germany","Georgia",92172178,"M"
"7821","Germany","Gambia",404982,"M"
"7822","Germany","State of Palestine",7014829,"M"
"7823","Germany","Ghana",266016627,"M"
"7824","Germany","Gibraltar",715679,"M"
"7825","Germany","Greece",3656215095,"M"
"7826","Germany","Greenland",45159516,"M"
"7827","Germany","Grenada",1007458,"M"
"7828","Germany","Guam",110896,"M"
"7829","Germany","Guatemala",220307487,"M"
"7830","Germany","Guinea",135285191,"M"
"7831","Germany","Guyana",2521187581,"M"
"7832","Germany","Haiti",2928470,"M"
"7833","Germany","Holy See (Vatican City State)",6579115,"M"
"7834","Germany","Honduras",321799632,"M"
"7835","Germany","China, Hong Kong SAR",1201995741,"M"
"7836","Germany","Hungary",35839900106,"M"
"7837","Germany","Iceland",773655108,"M"
"7838","Germany","Indonesia",4650232694,"M"
"7839","Germany","Iran",240749117,"M"
"7840","Germany","Iraq",1841399454,"M"
"7841","Germany","Ireland",25546741130,"M"
"7842","Germany","Israel",2965870164,"M"
"7843","Germany","Italy",70457302713,"M"
"7844","Germany","Cote d'Ivoire",1172792368,"M"
"7845","Germany","Jamaica",6901611,"M"
"7846","Germany","Japan",23991793319,"M"
"7847","Germany","Kazakhstan",6842036293,"M"
"7848","Germany","Jordan",107796369,"M"
"7849","Germany","Kenya",228638263,"M"
"7850","Germany","Rep. of Korea",14313791046,"M"
"7851","Germany","Kuwait",417385509,"M"
"7852","Germany","Kyrgyzstan",17372933,"M"
"7853","Germany","Lao People's Dem. Rep.",285329933,"M"
"7854","Germany","Lebanon",50453257,"M"
"7855","Germany","Lesotho",5006334,"M"
"7856","Germany","Latvia",1066551522,"M"
"7857","Germany","Liberia",245445933,"M"
"7858","Germany","Libya",4608679576,"M"
"7859","Germany","Lithuania",3039889692,"M"
"7860","Germany","Luxembourg",3394796033,"M"
"7861","Germany","China, Macao SAR",14571857,"M"
"7862","Germany","Madagascar",155774650,"M"
"7863","Germany","Malawi",93488905,"M"
"7864","Germany","Malaysia",11328674702,"M"
"7865","Germany","Maldives",17404253,"M"
"7866","Germany","Mali",4030272,"M"
"7867","Germany","Malta",881514365,"M"
"7868","Germany","Mauritania",67943496,"M"
"7869","Germany","Mauritius",50905978,"M"
"7870","Germany","Mexico",10318244259,"M"
"7871","Germany","Other Asia, nes",14931646820,"M"
"7872","Germany","Mongolia",8835282,"M"
"7873","Germany","Rep. of Moldova",262849637,"M"
"7874","Germany","Montenegro",36678420,"M"
"7875","Germany","Montserrat",762,"M"
"7876","Germany","Morocco",3316053442,"M"
"7877","Germany","Mozambique",194113604,"M"
"7878","Germany","Oman",146325106,"M"
"7879","Germany","Namibia",78638791,"M"
"7880","Germany","Nepal",36161294,"M"
"7881","Germany","Netherlands",93955532786,"M"
"7882","Germany","Curacao",758749,"M"
"7883","Germany","Aruba",43124,"M"
"7884","Germany","Sint Maarten",89847,"M"
"7885","Germany","Bonaire",11989,"M"
"7886","Germany","New Caledonia",4362252,"M"
"7887","Germany","Vanuatu",353,"M"
"7888","Germany","New Zealand",755294899,"M"
"7889","Germany","Nicaragua",85629436,"M"
"7890","Germany","Niger",26054308,"M"
"7891","Germany","Nigeria",1914539156,"M"
"7892","Germany","Niue",7933,"M"
"7893","Germany","Other Africa, nes",71104,"M"
"7894","Germany","Norway",14147988420,"M"
"7895","Germany","N. Mariana Isds",1223,"M"
"7896","Germany","United States Minor Outlying Islands",897248,"M"
"7897","Germany","FS Micronesia",42167,"M"
"7898","Germany","Marshall Isds",224133301,"M"
"7899","Germany","Palau",29,"M"
"7900","Germany","Pakistan",2662107960,"M"
"7901","Germany","Panama",95685608,"M"
"7902","Germany","Papua New Guinea",240087590,"M"
"7903","Germany","Paraguay",58691651,"M"
"7904","Germany","Peru",1410664925,"M"
"7905","Germany","Philippines",4969699828,"M"
"7906","Germany","Pitcairn",264,"M"
"7907","Germany","Poland",81013450966,"M"
"7908","Germany","Portugal",9412412759,"M"
"7909","Germany","Guinea-Bissau",431889,"M"
"7910","Germany","Timor-Leste",155491,"M"
"7911","Germany","Qatar",689724737,"M"
"7912","Germany","Romania",19021527915,"M"
"7913","Germany","Russian Federation",2210106860,"M"
"7914","Germany","Rwanda",24293466,"M"
"7915","Germany","Saint Bartholemy",207957,"M"
"7916","Germany","Saint Helena",1956,"M"
"7917","Germany","Saint Kitts and Nevis",1192648,"M"
"7918","Germany","Anguilla",129069,"M"
"7919","Germany","Saint Lucia",109256,"M"
"7920","Germany","Saint Pierre and Miquelon",8893,"M"
"7921","Germany","Saint Vincent and the Grenadines",247646,"M"
"7922","Germany","San Marino",16318036,"M"
"7923","Germany","Sao Tome and Principe",4879630,"M"
"7924","Germany","Saudi Arabia",1812817354,"M"
"7925","Germany","Senegal",73504199,"M"
"7926","Germany","Serbia",4980913855,"M"
"7927","Germany","Seychelles",25429450,"M"
"7928","Germany","Sierra Leone",43096087,"M"
"7929","Germany","India",14861947732,"M"
"7930","Germany","Singapore",5118589598,"M"
"7931","Germany","Slovakia",21189987651,"M"
"7932","Germany","Viet Nam",15785336225,"M"
"7933","Germany","Slovenia",7144803892,"M"
"7934","Germany","Somalia",2624562,"M"
"7935","Germany","South Africa",10903659369,"M"
"7936","Germany","Zimbabwe",110444769,"M"
"7937","Germany","Spain",41362281571,"M"
"7938","Germany","South Sudan",333971,"M"
"7939","Germany","Sudan",16970705,"M"
"7940","Germany","Western Sahara",78405,"M"
"7941","Germany","Suriname",3403310,"M"
"7942","Germany","Eswatini",11899663,"M"
"7943","Germany","Sweden",19142484920,"M"
"7944","Germany","Switzerland",57282240997,"M"
"7945","Germany","Syria",16434715,"M"
"7946","Germany","Tajikistan",3240073,"M"
"7947","Germany","Thailand",8946297513,"M"
"7948","Germany","Togo",8567149,"M"
"7949","Germany","Tokelau",219853,"M"
"7950","Germany","Tonga",436055,"M"
"7951","Germany","Trinidad and Tobago",104581173,"M"
"7952","Germany","United Arab Emirates",1990459309,"M"
"7953","Germany","Tunisia",3007492870,"M"
"7954","Germany","Turkiye",24605859893,"M"
"7955","Germany","Turkmenistan",2448781,"M"
"7956","Germany","Turks and Caicos Isds",17467,"M"
"7957","Germany","Tuvalu",6071,"M"
"7958","Germany","Uganda",240824925,"M"
"7959","Germany","Ukraine",3775589277,"M"
"7960","Germany","North Macedonia",3573045646,"M"
"7961","Germany","Egypt",1595187367,"M"
"7962","Germany","United Kingdom",37867556520,"M"
"7963","Germany","United Rep. of Tanzania",154230520,"M"
"7964","Germany","USA",95405925274,"M"
"7965","Germany","Burkina Faso",24171299,"M"
"7966","Germany","Uruguay",368931118,"M"
"7967","Germany","Uzbekistan",93097064,"M"
"7968","Germany","Venezuela",35363437,"M"
"7969","Germany","Wallis and Futuna Isds",261,"M"
"7970","Germany","Samoa",275766,"M"
"7971","Germany","Yemen",2068881,"M"
"7972","Germany","Zambia",33850120,"M"
"7973","Germany","Areas, nes",25206935026,"M"
"7974","Greece","Afghanistan",54667,"M"
"7975","Greece","Albania",348882228,"M"
"7976","Greece","Algeria",264931015,"M"
"7977","Greece","American Samoa",1522,"M"
"7978","Greece","Andorra",554173,"M"
"7979","Greece","Angola",2304489,"M"
"7980","Greece","Antigua and Barbuda",4801,"M"
"7981","Greece","Azerbaijan",1284667353,"M"
"7982","Greece","Argentina",322361085,"M"
"7983","Greece","Australia",104724419,"M"
"7984","Greece","Austria",970160070,"M"
"7985","Greece","Bahamas",386786,"M"
"7986","Greece","Bahrain",149717860,"M"
"7987","Greece","Bangladesh",74995750,"M"
"7988","Greece","Armenia",1293663,"M"
"7989","Greece","Barbados",213845,"M"
"7990","Greece","Belgium",2365090714,"M"
"7991","Greece","Bermuda",12295,"M"
"7992","Greece","Bhutan",2656,"M"
"7993","Greece","Bolivia (Plurinational State of)",2362341,"M"
"7994","Greece","Bosnia Herzegovina",14773949,"M"
"7995","Greece","Botswana",14159757,"M"
"7996","Greece","Brazil",362138160,"M"
"7997","Greece","Belize",279361,"M"
"7998","Greece","Br. Indian Ocean Terr.",12650,"M"
"7999","Greece","Solomon Isds",52544,"M"
"8000","Greece","Br. Virgin Isds",5953,"M"
"8001","Greece","Bulgaria",2728013860,"M"
"8002","Greece","Myanmar",9898143,"M"
"8003","Greece","Burundi",32,"M"
"8004","Greece","Belarus",1683437,"M"
"8005","Greece","Cambodia",8482635,"M"
"8006","Greece","Cameroon",4945488,"M"
"8007","Greece","Canada",133749372,"M"
"8008","Greece","Cabo Verde",3158,"M"
"8009","Greece","Cayman Isds",22689365,"M"
"8010","Greece","Sri Lanka",6290180,"M"
"8011","Greece","Chad",2861200,"M"
"8012","Greece","Chile",46170769,"M"
"8013","Greece","China",7515526323,"M"
"8014","Greece","Colombia",22755225,"M"
