"","reporterDesc","partnerDesc","primaryValue","flowCode"
"16473","Paraguay","New Zealand",879659,"M"
"16474","Paraguay","Nicaragua",141674,"M"
"16475","Paraguay","Nigeria",70656,"M"
"16476","Paraguay","Other Africa, nes",5210,"M"
"16477","Paraguay","Norway",1478223,"M"
"16478","Paraguay","N. Mariana Isds",594,"M"
"16479","Paraguay","FS Micronesia",185165,"M"
"16480","Paraguay","Marshall Isds",5447222,"M"
"16481","Paraguay","Palau",2530,"M"
"16482","Paraguay","Pakistan",18318878,"M"
"16483","Paraguay","Panama",19790645,"M"
"16484","Paraguay","Papua New Guinea",110,"M"
"16485","Paraguay","Peru",25741492,"M"
"16486","Paraguay","Philippines",6257316,"M"
"16487","Paraguay","Pitcairn",8938,"M"
"16488","Paraguay","Poland",21765202,"M"
"16489","Paraguay","Portugal",19716181,"M"
"16490","Paraguay","Qatar",424428,"M"
"16491","Paraguay","Romania",5104004,"M"
"16492","Paraguay","Russian Federation",131720166,"M"
"16493","Paraguay","Rwanda",26,"M"
"16494","Paraguay","Saint Kitts and Nevis",4854,"M"
"16495","Paraguay","Anguilla",1482390,"M"
"16496","Paraguay","Saint Pierre and Miquelon",2115,"M"
"16497","Paraguay","San Marino",68158,"M"
"16498","Paraguay","Saudi Arabia",30168182,"M"
"16499","Paraguay","Senegal",50305,"M"
"16500","Paraguay","Serbia",1057081,"M"
"16501","Paraguay","Seychelles",49,"M"
"16502","Paraguay","Sierra Leone",3768,"M"
"16503","Paraguay","India",401481904,"M"
"16504","Paraguay","Singapore",373044461,"M"
"16505","Paraguay","Slovakia",10433366,"M"
"16506","Paraguay","Viet Nam",176497580,"M"
"16507","Paraguay","Slovenia",1678078,"M"
"16508","Paraguay","Somalia",625,"M"
"16509","Paraguay","South Africa",5921064,"M"
"16510","Paraguay","Zimbabwe",5571855,"M"
"16511","Paraguay","Spain",158003074,"M"
"16512","Paraguay","Eswatini",809,"M"
"16513","Paraguay","Sweden",45982901,"M"
"16514","Paraguay","Switzerland",236940838,"M"
"16515","Paraguay","Syria",189,"M"
"16516","Paraguay","Thailand",118035858,"M"
"16517","Paraguay","Togo",2334726,"M"
"16518","Paraguay","Trinidad and Tobago",21594,"M"
"16519","Paraguay","United Arab Emirates",200439692,"M"
"16520","Paraguay","Tunisia",2115785,"M"
"16521","Paraguay","Turkiye",47088900,"M"
"16522","Paraguay","Turkmenistan",8994,"M"
"16523","Paraguay","Uganda",4638,"M"
"16524","Paraguay","Ukraine",295884,"M"
"16525","Paraguay","North Macedonia",55155,"M"
"16526","Paraguay","Egypt",4359407,"M"
"16527","Paraguay","United Kingdom",72824658,"M"
"16528","Paraguay","United Rep. of Tanzania",3074690,"M"
"16529","Paraguay","USA",1071263736,"M"
"16530","Paraguay","Burkina Faso",3,"M"
"16531","Paraguay","Uruguay",111949791,"M"
"16532","Paraguay","Uzbekistan",2888953,"M"
"16533","Paraguay","Venezuela",95505,"M"
"16534","Paraguay","Wallis and Futuna Isds",30,"M"
"16535","Paraguay","Yemen",1598,"M"
"16536","Paraguay","Zambia",808593,"M"
"16537","Paraguay","Areas, nes",3689042,"M"
"16538","Peru","Afghanistan",89297,"M"
"16539","Peru","Albania",507269,"M"
"16540","Peru","Algeria",1847582,"M"
"16541","Peru","Andorra",241544,"M"
"16542","Peru","Angola",2698,"M"
"16543","Peru","Azerbaijan",1,"M"
"16544","Peru","Argentina",2880436303,"M"
"16545","Peru","Australia",186125045,"M"
"16546","Peru","Austria",100136619,"M"
"16547","Peru","Bahamas",51,"M"
"16548","Peru","Bahrain",923439,"M"
"16549","Peru","Bangladesh",104092855,"M"
"16550","Peru","Armenia",483786,"M"
"16551","Peru","Barbados",3300,"M"
"16552","Peru","Belgium",300112693,"M"
"16553","Peru","Bermuda",152,"M"
"16554","Peru","Bhutan",9076,"M"
"16555","Peru","Bolivia (Plurinational State of)",836860645,"M"
"16556","Peru","Bosnia Herzegovina",1027833,"M"
"16557","Peru","Botswana",839,"M"
"16558","Peru","Bouvet Island",176750,"M"
"16559","Peru","Brazil",3473635660,"M"
"16560","Peru","Belize",88187,"M"
"16561","Peru","Solomon Isds",154,"M"
"16562","Peru","Br. Virgin Isds",2653,"M"
"16563","Peru","Brunei Darussalam",4652124,"M"
"16564","Peru","Bulgaria",23610310,"M"
"16565","Peru","Myanmar",12315861,"M"
"16566","Peru","Belarus",973052,"M"
"16567","Peru","Cambodia",44668623,"M"
"16568","Peru","Cameroon",129098,"M"
"16569","Peru","Canada",1431051793,"M"
"16570","Peru","Cabo Verde",4,"M"
"16571","Peru","Cayman Isds",25296,"M"
"16572","Peru","Central African Rep.",1759,"M"
"16573","Peru","Sri Lanka",52441063,"M"
"16574","Peru","Chad",1494,"M"
"16575","Peru","Chile",1253680175,"M"
"16576","Peru","China",15806644924,"M"
"16577","Peru","Christmas Isds",89,"M"
"16578","Peru","Cocos Isds",77910,"M"
"16579","Peru","Colombia",1486027608,"M"
"16580","Peru","Comoros",249336,"M"
"16581","Peru","Cook Isds",115,"M"
"16582","Peru","Costa Rica",134120745,"M"
"16583","Peru","Croatia",943332,"M"
"16584","Peru","Cuba",679104,"M"
"16585","Peru","Cyprus",409642,"M"
"16586","Peru","Czechia",76649327,"M"
"16587","Peru","Benin",471284,"M"
"16588","Peru","Denmark",96294832,"M"
"16589","Peru","Dominica",35384,"M"
"16590","Peru","Dominican Rep.",14118585,"M"
"16591","Peru","Ecuador",1616371275,"M"
"16592","Peru","El Salvador",21213435,"M"
"16593","Peru","Equatorial Guinea",11953,"M"
"16594","Peru","Ethiopia",55033,"M"
"16595","Peru","Eritrea",721,"M"
"16596","Peru","Estonia",10893950,"M"
"16597","Peru","Faroe Isds",302032,"M"
"16598","Peru","Falkland Isds (Malvinas)",1087322,"M"
"16599","Peru","South Georgia and the South Sandwich Islands",53,"M"
"16600","Peru","Finland",115880765,"M"
"16601","Peru","France",423377827,"M"
"16602","Peru","French Polynesia",22129,"M"
"16603","Peru","Fr. South Antarctic Terr.",187,"M"
"16604","Peru","Gabon",158076,"M"
"16605","Peru","Georgia",64360226,"M"
"16606","Peru","Gambia",271177,"M"
"16607","Peru","Germany",1200163918,"M"
"16608","Peru","Ghana",11837505,"M"
"16609","Peru","Greece",27619451,"M"
"16610","Peru","Grenada",18661,"M"
"16611","Peru","Guam",38,"M"
"16612","Peru","Guatemala",118170728,"M"
"16613","Peru","Guinea",448,"M"
"16614","Peru","Guyana",26557,"M"
"16615","Peru","Haiti",215677,"M"
"16616","Peru","Holy See (Vatican City State)",117,"M"
"16617","Peru","Honduras",5819407,"M"
"16618","Peru","China, Hong Kong SAR",20227501,"M"
"16619","Peru","Hungary",49668732,"M"
"16620","Peru","Iceland",543640,"M"
"16621","Peru","Indonesia",507724611,"M"
"16622","Peru","Iran",1211015,"M"
"16623","Peru","Iraq",524121,"M"
"16624","Peru","Ireland",85405848,"M"
"16625","Peru","Israel",80476887,"M"
"16626","Peru","Italy",759077865,"M"
"16627","Peru","Cote d'Ivoire",4607828,"M"
"16628","Peru","Jamaica",612402,"M"
"16629","Peru","Japan",1143680183,"M"
"16630","Peru","Kazakhstan",10065280,"M"
"16631","Peru","Jordan",3467085,"M"
"16632","Peru","Kenya",2346831,"M"
"16633","Peru","Rep. of Korea",738586348,"M"
"16634","Peru","Kuwait",280285,"M"
"16635","Peru","Kyrgyzstan",843,"M"
"16636","Peru","Lao People's Dem. Rep.",3068201,"M"
"16637","Peru","Lebanon",390907,"M"
"16638","Peru","Lesotho",449,"M"
"16639","Peru","Latvia",9031006,"M"
"16640","Peru","Liberia",274,"M"
"16641","Peru","Lithuania",17013318,"M"
"16642","Peru","Luxembourg",8044724,"M"
"16643","Peru","China, Macao SAR",155948,"M"
"16644","Peru","Madagascar",2477597,"M"
"16645","Peru","Malawi",13975,"M"
"16646","Peru","Malaysia",217417481,"M"
"16647","Peru","Maldives",2378,"M"
"16648","Peru","Mali",38499,"M"
"16649","Peru","Malta",679821,"M"
"16650","Peru","Mauritania",6298,"M"
"16651","Peru","Mauritius",644192,"M"
"16652","Peru","Mexico",1682913571,"M"
"16653","Peru","Other Asia, nes",289335441,"M"
"16654","Peru","Mongolia",33,"M"
"16655","Peru","Rep. of Moldova",760841,"M"
"16656","Peru","Montenegro",15901,"M"
"16657","Peru","Montserrat",2804,"M"
"16658","Peru","Morocco",54606977,"M"
"16659","Peru","Mozambique",348487,"M"
"16660","Peru","Oman",3362906,"M"
"16661","Peru","Namibia",38325,"M"
"16662","Peru","Nauru",919,"M"
"16663","Peru","Nepal",164006,"M"
"16664","Peru","Netherlands",265711835,"M"
"16665","Peru","Curacao",16910,"M"
"16666","Peru","Aruba",19178,"M"
"16667","Peru","New Caledonia",1016,"M"
"16668","Peru","New Zealand",100163369,"M"
"16669","Peru","Nicaragua",51747330,"M"
"16670","Peru","Niger",2676,"M"
"16671","Peru","Nigeria",735852166,"M"
"16672","Peru","Niue",70280,"M"
"16673","Peru","Norfolk Isds",5,"M"
"16674","Peru","Norway",29760501,"M"
"16675","Peru","N. Mariana Isds",449,"M"
"16676","Peru","United States Minor Outlying Islands",205,"M"
"16677","Peru","Marshall Isds",3,"M"
"16678","Peru","Pakistan",35317006,"M"
"16679","Peru","Panama",53923472,"M"
"16680","Peru","Papua New Guinea",96529,"M"
"16681","Peru","Paraguay",312316578,"M"
"16682","Peru","Philippines",72284930,"M"
"16683","Peru","Pitcairn",243,"M"
"16684","Peru","Poland",127511605,"M"
"16685","Peru","Portugal",43923584,"M"
"16686","Peru","Timor-Leste",759,"M"
"16687","Peru","Qatar",6549280,"M"
"16688","Peru","Romania",24044974,"M"
"16689","Peru","Russian Federation",397325482,"M"
"16690","Peru","Rwanda",30132,"M"
"16691","Peru","Saint Bartholemy",46,"M"
"16692","Peru","Saint Helena",10403,"M"
"16693","Peru","Saint Kitts and Nevis",276,"M"
"16694","Peru","Anguilla",1596,"M"
"16695","Peru","Saint Lucia",4744,"M"
"16696","Peru","San Marino",2062968,"M"
"16697","Peru","Sao Tome and Principe",1614,"M"
"16698","Peru","Saudi Arabia",68560170,"M"
"16699","Peru","Senegal",2360,"M"
"16700","Peru","Serbia",2782097,"M"
"16701","Peru","Seychelles",2925,"M"
"16702","Peru","Sierra Leone",129374,"M"
"16703","Peru","India",1174392704,"M"
"16704","Peru","Singapore",81227689,"M"
"16705","Peru","Slovakia",28777152,"M"
"16706","Peru","Viet Nam",729169700,"M"
"16707","Peru","Slovenia",8699433,"M"
"16708","Peru","South Africa",50473247,"M"
"16709","Peru","Zimbabwe",41147,"M"
"16710","Peru","Spain",851685922,"M"
"16711","Peru","Sudan",185,"M"
"16712","Peru","Suriname",42082,"M"
"16713","Peru","Eswatini",43504,"M"
"16714","Peru","Sweden",297350401,"M"
"16715","Peru","Switzerland",157708176,"M"
"16716","Peru","Syria",5996,"M"
"16717","Peru","Tajikistan",121475,"M"
"16718","Peru","Thailand",551479700,"M"
"16719","Peru","Togo",1013,"M"
"16720","Peru","Tokelau",253539,"M"
"16721","Peru","Trinidad and Tobago",207275249,"M"
"16722","Peru","United Arab Emirates",42403781,"M"
"16723","Peru","Tunisia",6346645,"M"
"16724","Peru","Turkiye",316638671,"M"
"16725","Peru","Turkmenistan",243,"M"
"16726","Peru","Turks and Caicos Isds",238,"M"
"16727","Peru","Uganda",11385,"M"
"16728","Peru","Ukraine",8737769,"M"
"16729","Peru","North Macedonia",334659,"M"
"16730","Peru","Egypt",26009684,"M"
"16731","Peru","United Kingdom",268232359,"M"
"16732","Peru","United Rep. of Tanzania",140690,"M"
"16733","Peru","Free Zones",95922382,"M"
"16734","Peru","USA",9999258215,"M"
"16735","Peru","Burkina Faso",5171,"M"
"16736","Peru","Uruguay",123668988,"M"
"16737","Peru","Uzbekistan",8087749,"M"
"16738","Peru","Venezuela",14181001,"M"
"16739","Peru","Zambia",57500,"M"
"16740","Peru","Areas, nes",3594247,"M"
"16741","Philippines","Afghanistan",21999,"M"
"16742","Philippines","Albania",129715,"M"
"16743","Philippines","Antarctica",358,"M"
"16744","Philippines","Algeria",427631,"M"
"16745","Philippines","Andorra",111441,"M"
"16746","Philippines","Angola",2428982,"M"
"16747","Philippines","Antigua and Barbuda",6841649,"M"
"16748","Philippines","Azerbaijan",188075,"M"
"16749","Philippines","Argentina",417565006,"M"
"16750","Philippines","Australia",3083020682,"M"
"16751","Philippines","Austria",164539632,"M"
"16752","Philippines","Bahamas",2470,"M"
"16753","Philippines","Bahrain",83340607,"M"
"16754","Philippines","Bangladesh",91890487,"M"
"16755","Philippines","Armenia",172466,"M"
"16756","Philippines","Barbados",12077,"M"
"16757","Philippines","Belgium",395625292,"M"
"16758","Philippines","Bermuda",3362,"M"
"16759","Philippines","Bhutan",421,"M"
"16760","Philippines","Bolivia (Plurinational State of)",194041,"M"
"16761","Philippines","Bosnia Herzegovina",4719891,"M"
"16762","Philippines","Botswana",21151,"M"
"16763","Philippines","Brazil",2337845679,"M"
"16764","Philippines","Belize",46428,"M"
"16765","Philippines","Br. Indian Ocean Terr.",57850,"M"
"16766","Philippines","Solomon Isds",5722539,"M"
"16767","Philippines","Br. Virgin Isds",97233,"M"
"16768","Philippines","Brunei Darussalam",329434106,"M"
"16769","Philippines","Bulgaria",49685352,"M"
"16770","Philippines","Myanmar",303997115,"M"
"16771","Philippines","Burundi",230,"M"
"16772","Philippines","Belarus",29185542,"M"
"16773","Philippines","Cambodia",66288748,"M"
"16774","Philippines","Cameroon",503303,"M"
"16775","Philippines","Canada",990682086,"M"
"16776","Philippines","Cabo Verde",10710,"M"
"16777","Philippines","Cayman Isds",4239,"M"
"16778","Philippines","Central African Rep.",9333,"M"
"16779","Philippines","Sri Lanka",15526002,"M"
"16780","Philippines","Chad",1849,"M"
"16781","Philippines","Chile",336218977,"M"
"16782","Philippines","China",34497823812,"M"
"16783","Philippines","Christmas Isds",572627,"M"
"16784","Philippines","Colombia",82802138,"M"
"16785","Philippines","Congo",1873,"M"
"16786","Philippines","Cook Isds",672,"M"
"16787","Philippines","Costa Rica",23634949,"M"
"16788","Philippines","Croatia",3850030,"M"
"16789","Philippines","Cuba",4098767,"M"
"16790","Philippines","Cyprus",17752957,"M"
"16791","Philippines","Czechia",118736993,"M"
"16792","Philippines","Denmark",312524284,"M"
"16793","Philippines","Dominican Rep.",7138729,"M"
"16794","Philippines","Ecuador",10006706,"M"
"16795","Philippines","El Salvador",18220078,"M"
"16796","Philippines","Equatorial Guinea",127510240,"M"
"16797","Philippines","Ethiopia",2957711,"M"
"16798","Philippines","Eritrea",1873,"M"
"16799","Philippines","Estonia",4796198,"M"
"16800","Philippines","Faroe Isds",2799282,"M"
"16801","Philippines","Fiji",5736406,"M"
"16802","Philippines","Finland",128418482,"M"
"16803","Philippines","France",1205588055,"M"
"16804","Philippines","French Polynesia",858660,"M"
"16805","Philippines","Djibouti",4219,"M"
"16806","Philippines","Gabon",7672436,"M"
"16807","Philippines","Georgia",1547466,"M"
"16808","Philippines","Gambia",4667,"M"
"16809","Philippines","Germany",2264187794,"M"
"16810","Philippines","Ghana",3392303,"M"
"16811","Philippines","Gibraltar",538,"M"
"16812","Philippines","Kiribati",3184343,"M"
"16813","Philippines","Greece",43423303,"M"
"16814","Philippines","Greenland",10776,"M"
"16815","Philippines","Guam",1055984,"M"
"16816","Philippines","Guatemala",18318692,"M"
"16817","Philippines","Guyana",49451,"M"
"16818","Philippines","Haiti",13412,"M"
"16819","Philippines","Heard Island and McDonald Islands",80,"M"
"16820","Philippines","Holy See (Vatican City State)",12133,"M"
"16821","Philippines","Honduras",7053806,"M"
"16822","Philippines","China, Hong Kong SAR",2123834364,"M"
"16823","Philippines","Hungary",34510474,"M"
"16824","Philippines","Iceland",25141765,"M"
"16825","Philippines","Indonesia",11290703615,"M"
"16826","Philippines","Iran",216559,"M"
"16827","Philippines","Iraq",474533568,"M"
"16828","Philippines","Ireland",299391807,"M"
"16829","Philippines","Israel",268757473,"M"
"16830","Philippines","Italy",1073853439,"M"
"16831","Philippines","Cote d'Ivoire",27880,"M"
"16832","Philippines","Jamaica",1669896,"M"
"16833","Philippines","Japan",10672999214,"M"
"16834","Philippines","Kazakhstan",104453061,"M"
"16835","Philippines","Jordan",17038164,"M"
"16836","Philippines","Kenya",6354944,"M"
"16837","Philippines","Rep. of Korea",10020450920,"M"
"16838","Philippines","Kuwait",92411572,"M"
"16839","Philippines","Kyrgyzstan",13839,"M"
"16840","Philippines","Lao People's Dem. Rep.",11389389,"M"
"16841","Philippines","Lebanon",106205,"M"
"16842","Philippines","Lesotho",15468,"M"
"16843","Philippines","Latvia",5663732,"M"
"16844","Philippines","Liberia",2565,"M"
"16845","Philippines","Libya",6153,"M"
"16846","Philippines","Lithuania",9920441,"M"
"16847","Philippines","Luxembourg",5487323,"M"
"16848","Philippines","China, Macao SAR",31711018,"M"
"16849","Philippines","Madagascar",895171,"M"
"16850","Philippines","Malawi",10069318,"M"
"16851","Philippines","Malaysia",6239402819,"M"
"16852","Philippines","Maldives",515486,"M"
"16853","Philippines","Mali",24794,"M"
"16854","Philippines","Malta",12957529,"M"
"16855","Philippines","Mauritania",3754,"M"
"16856","Philippines","Mauritius",6209699,"M"
"16857","Philippines","Mexico",450169949,"M"
"16858","Philippines","Other Asia, nes",4154697406,"M"
"16859","Philippines","Mongolia",14897,"M"
"16860","Philippines","Rep. of Moldova",618083,"M"
"16861","Philippines","Montenegro",768,"M"
"16862","Philippines","Montserrat",167,"M"
"16863","Philippines","Morocco",47824104,"M"
"16864","Philippines","Mozambique",2239106,"M"
"16865","Philippines","Oman",41181419,"M"
"16866","Philippines","Nauru",9982355,"M"
"16867","Philippines","Nepal",224976,"M"
"16868","Philippines","Netherlands",546266863,"M"
"16869","Philippines","Curacao",49248,"M"
"16870","Philippines","Aruba",3750,"M"
"16871","Philippines","New Caledonia",117217,"M"
"16872","Philippines","Vanuatu",9623656,"M"
"16873","Philippines","New Zealand",536644166,"M"
"16874","Philippines","Nicaragua",55263,"M"
"16875","Philippines","Niger",291848,"M"
"16876","Philippines","Nigeria",261116035,"M"
"16877","Philippines","Niue",368,"M"
"16878","Philippines","Norfolk Isds",174,"M"
"16879","Philippines","Norway",62214954,"M"
"16880","Philippines","N. Mariana Isds",3080,"M"
"16881","Philippines","United States Minor Outlying Islands",103536,"M"
"16882","Philippines","FS Micronesia",16780144,"M"
"16883","Philippines","Marshall Isds",7771441,"M"
"16884","Philippines","Palau",1469,"M"
"16885","Philippines","Pakistan",310509092,"M"
"16886","Philippines","Panama",18186284,"M"
"16887","Philippines","Papua New Guinea",319454113,"M"
"16888","Philippines","Paraguay",4612285,"M"
"16889","Philippines","Peru",288979782,"M"
"16890","Philippines","Pitcairn",4411,"M"
"16891","Philippines","Poland",173095067,"M"
"16892","Philippines","Portugal",22132438,"M"
"16893","Philippines","Qatar",384149497,"M"
"16894","Philippines","Romania",68019018,"M"
"16895","Philippines","Russian Federation",57726893,"M"
"16896","Philippines","Rwanda",2796,"M"
"16897","Philippines","Saint Kitts and Nevis",353,"M"
"16898","Philippines","Saint Lucia",9811,"M"
"16899","Philippines","Saint Vincent and the Grenadines",278,"M"
"16900","Philippines","San Marino",153627,"M"
"16901","Philippines","Sao Tome and Principe",4830,"M"
"16902","Philippines","Saudi Arabia",2076851467,"M"
"16903","Philippines","Senegal",5824220,"M"
"16904","Philippines","Serbia",7539809,"M"
"16905","Philippines","Seychelles",307704,"M"
"16906","Philippines","Sierra Leone",309833,"M"
"16907","Philippines","India",2347779582,"M"
"16908","Philippines","Singapore",5991829096,"M"
"16909","Philippines","Slovakia",9547837,"M"
"16910","Philippines","Viet Nam",5724323971,"M"
"16911","Philippines","Slovenia",37605032,"M"
"16912","Philippines","South Africa",67099294,"M"
"16913","Philippines","Zimbabwe",3209499,"M"
"16914","Philippines","Spain",739417877,"M"
"16915","Philippines","Sudan",59772,"M"
"16916","Philippines","Western Sahara",5872,"M"
"16917","Philippines","Suriname",13072,"M"
"16918","Philippines","Eswatini",87277,"M"
"16919","Philippines","Sweden",199641410,"M"
"16920","Philippines","Switzerland",342159706,"M"
"16921","Philippines","Syria",9535,"M"
"16922","Philippines","Tajikistan",359,"M"
"16923","Philippines","Thailand",7795738483,"M"
"16924","Philippines","Togo",1512,"M"
"16925","Philippines","Tokelau",14626,"M"
"16926","Philippines","Tonga",199,"M"
"16927","Philippines","Trinidad and Tobago",19072,"M"
"16928","Philippines","United Arab Emirates",1493168064,"M"
"16929","Philippines","Tunisia",6428319,"M"
"16930","Philippines","Turkiye",164323625,"M"
"16931","Philippines","Turkmenistan",1503,"M"
"16932","Philippines","Turks and Caicos Isds",1167,"M"
"16933","Philippines","Tuvalu",3193014,"M"
"16934","Philippines","Uganda",44243,"M"
"16935","Philippines","Ukraine",34565223,"M"
"16936","Philippines","North Macedonia",2195943,"M"
"16937","Philippines","Egypt",11004325,"M"
"16938","Philippines","United Kingdom",663297421,"M"
"16939","Philippines","United Rep. of Tanzania",7121890,"M"
"16940","Philippines","USA",8845932603,"M"
"16941","Philippines","Burkina Faso",812,"M"
"16942","Philippines","Uruguay",13516032,"M"
"16943","Philippines","Uzbekistan",2709597,"M"
"16944","Philippines","Venezuela",1147252,"M"
"16945","Philippines","Samoa",448673,"M"
"16946","Philippines","Yemen",1377,"M"
"16947","Philippines","Zambia",4469110,"M"
"16948","Poland","Afghanistan",1098701,"M"
"16949","Poland","Albania",46888257,"M"
"16950","Poland","Antarctica",7936,"M"
"16951","Poland","Algeria",162446919,"M"
"16952","Poland","American Samoa",372763,"M"
"16953","Poland","Andorra",436729,"M"
"16954","Poland","Angola",3198627,"M"
"16955","Poland","Antigua and Barbuda",80739650,"M"
"16956","Poland","Azerbaijan",9253080,"M"
"16957","Poland","Argentina",899342813,"M"
"16958","Poland","Australia",178455847,"M"
"16959","Poland","Austria",5447386575,"M"
"16960","Poland","Bahamas",100171830,"M"
"16961","Poland","Bahrain",78290247,"M"
"16962","Poland","Bangladesh",3985296919,"M"
"16963","Poland","Armenia",24995374,"M"
"16964","Poland","Barbados",23493879,"M"
"16965","Poland","Belgium",8217556212,"M"
"16966","Poland","Bermuda",47230,"M"
"16967","Poland","Bhutan",37373,"M"
"16968","Poland","Bolivia (Plurinational State of)",11474202,"M"
"16969","Poland","Bosnia Herzegovina",137471222,"M"
"16970","Poland","Botswana",942320,"M"
"16971","Poland","Bouvet Island",170330,"M"
"16972","Poland","Brazil",3301844202,"M"
"16973","Poland","Belize",1893603,"M"
"16974","Poland","Br. Indian Ocean Terr.",51713,"M"
"16975","Poland","Solomon Isds",2634,"M"
"16976","Poland","Br. Virgin Isds",2407572,"M"
"16977","Poland","Brunei Darussalam",328499,"M"
"16978","Poland","Bulgaria",2988924111,"M"
"16979","Poland","Myanmar",967157456,"M"
"16980","Poland","Burundi",348194,"M"
"16981","Poland","Belarus",510567835,"M"
"16982","Poland","Cambodia",902260031,"M"
"16983","Poland","Cameroon",14614589,"M"
"16984","Poland","Canada",1080709535,"M"
"16985","Poland","Cabo Verde",51763,"M"
"16986","Poland","Cayman Isds",24038713,"M"
"16987","Poland","Central African Rep.",2337040,"M"
"16988","Poland","Sri Lanka",268267297,"M"
"16989","Poland","Chad",1714587,"M"
"16990","Poland","Chile",188916738,"M"
"16991","Poland","China",55071604745,"M"
"16992","Poland","Christmas Isds",1172851,"M"
"16993","Poland","Cocos Isds",4270,"M"
"16994","Poland","Colombia",499763283,"M"
"16995","Poland","Comoros",224589,"M"
"16996","Poland","Congo",7414709,"M"
"16997","Poland","Dem. Rep. of the Congo",2326941,"M"
"16998","Poland","Cook Isds",8308,"M"
"16999","Poland","Costa Rica",197878614,"M"
"17000","Poland","Croatia",388142023,"M"
"17001","Poland","Cuba",6757494,"M"
"17002","Poland","Cyprus",51860341,"M"
"17003","Poland","Czechia",12251934798,"M"
"17004","Poland","Benin",2908578,"M"
"17005","Poland","Denmark",6652916484,"M"
"17006","Poland","Dominica",1928060,"M"
"17007","Poland","Dominican Rep.",36223608,"M"
"17008","Poland","Ecuador",296735435,"M"
"17009","Poland","El Salvador",5753009,"M"
"17010","Poland","Equatorial Guinea",5817062,"M"
"17011","Poland","Ethiopia",27597925,"M"
"17012","Poland","Eritrea",1011880,"M"
"17013","Poland","Estonia",517635764,"M"
"17014","Poland","Faroe Isds",95103905,"M"
"17015","Poland","Falkland Isds (Malvinas)",645892,"M"
"17016","Poland","South Georgia and the South Sandwich Islands",3949,"M"
"17017","Poland","Fiji",288245,"M"
"17018","Poland","Finland",2585027580,"M"
"17019","Poland","France",13170810253,"M"
"17020","Poland","French Polynesia",159943,"M"
"17021","Poland","Fr. South Antarctic Terr.",696959,"M"
"17022","Poland","Djibouti",1778711,"M"
"17023","Poland","Gabon",1692717,"M"
"17024","Poland","Georgia",58700698,"M"
"17025","Poland","Gambia",44235,"M"
"17026","Poland","State of Palestine",12295,"M"
"17027","Poland","Germany",72930079826,"M"
"17028","Poland","Ghana",96962516,"M"
"17029","Poland","Gibraltar",12097703,"M"
"17030","Poland","Kiribati",747,"M"
"17031","Poland","Greece",1216222300,"M"
"17032","Poland","Greenland",18135584,"M"
"17033","Poland","Grenada",73563,"M"
"17034","Poland","Guam",1510,"M"
"17035","Poland","Guatemala",71389834,"M"
"17036","Poland","Guinea",1926190,"M"
"17037","Poland","Guyana",380448540,"M"
"17038","Poland","Haiti",385762,"M"
"17039","Poland","Holy See (Vatican City State)",16513,"M"
"17040","Poland","Honduras",32959035,"M"
"17041","Poland","China, Hong Kong SAR",154039446,"M"
"17042","Poland","Hungary",5842844205,"M"
"17043","Poland","Iceland",388508796,"M"
"17044","Poland","Indonesia",1458080284,"M"
"17045","Poland","Iran",48149515,"M"
"17046","Poland","Iraq",57846,"M"
"17047","Poland","Ireland",2274139995,"M"
"17048","Poland","Israel",626766328,"M"
"17049","Poland","Italy",17782268224,"M"
"17050","Poland","Cote d'Ivoire",278420123,"M"
"17051","Poland","Jamaica",1034437,"M"
"17052","Poland","Japan",5505423401,"M"
"17053","Poland","Kazakhstan",933508358,"M"
"17054","Poland","Jordan",33059290,"M"
"17055","Poland","Kenya",71913123,"M"
"17056","Poland","Dem. People's Rep. of Korea",9698247,"M"
"17057","Poland","Rep. of Korea",10952506333,"M"
"17058","Poland","Kuwait",189713888,"M"
"17059","Poland","Kyrgyzstan",5156512,"M"
"17060","Poland","Lao People's Dem. Rep.",21650981,"M"
"17061","Poland","Lebanon",28316889,"M"
"17062","Poland","Lesotho",360820,"M"
"17063","Poland","Latvia",604467317,"M"
"17064","Poland","Liberia",54145624,"M"
"17065","Poland","Libya",541460,"M"
"17066","Poland","Lithuania",3011591920,"M"
"17067","Poland","Luxembourg",371889811,"M"
"17068","Poland","China, Macao SAR",6302673,"M"
"17069","Poland","Madagascar",15165758,"M"
"17070","Poland","Malawi",44834277,"M"
"17071","Poland","Malaysia",1632953649,"M"
"17072","Poland","Maldives",722790,"M"
"17073","Poland","Mali",2560383,"M"
"17074","Poland","Malta",78487499,"M"
"17075","Poland","Mauritania",5782572,"M"
"17076","Poland","Mauritius",14538091,"M"
"17077","Poland","Mexico",1260226727,"M"
"17078","Poland","Other Asia, nes",3027711553,"M"
"17079","Poland","Mongolia",3520386,"M"
"17080","Poland","Rep. of Moldova",189071019,"M"
"17081","Poland","Montenegro",18539132,"M"
"17082","Poland","Montserrat",95960,"M"
"17083","Poland","Morocco",1231376503,"M"
"17084","Poland","Mozambique",183990562,"M"
"17085","Poland","Oman",33814978,"M"
"17086","Poland","Namibia",28788791,"M"
"17087","Poland","Nauru",146523,"M"
"17088","Poland","Nepal",979006,"M"
"17089","Poland","Netherlands",14635518376,"M"
"17090","Poland","Curacao",31538,"M"
"17091","Poland","Aruba",8623,"M"
