Reporting Economy,Year,Product/Sector,Value
Chinese Taipei,2018,Chemicals,75890
Chinese Taipei,2018,Fuels,65084
Chinese Taipei,2018,Electronic data processing and office equipment,31274
Chinese Taipei,2018,Transport equipment,26012
Chinese Taipei,2018,Agricultural products,23834
Chinese Taipei,2018,Other,83532
Chinese Taipei,2019,Manufactures,507391
Chinese Taipei,2019,Machinery and transport equipment,334813
Chinese Taipei,2019,Office and telecom equipment,222475
Chinese Taipei,2019,Integrated circuits and electronic components,170396
Chinese Taipei,2019,Fuels and mining products,79158
Chinese Taipei,2019,Chemicals,66582
Chinese Taipei,2019,Fuels,57279
Chinese Taipei,2019,Electronic data processing and office equipment,37580
Chinese Taipei,2019,Transport equipment,26103
Chinese Taipei,2019,Agricultural products,23358
Chinese Taipei,2019,Other,81908
Chinese Taipei,2020,Manufactures,546811
Chinese Taipei,2020,Machinery and transport equipment,378082
Chinese Taipei,2020,Office and telecom equipment,264657
Chinese Taipei,2020,Integrated circuits and electronic components,204689
Chinese Taipei,2020,Chemicals,62544
Chinese Taipei,2020,Fuels and mining products,57641
Chinese Taipei,2020,Electronic data processing and office equipment,43414
Chinese Taipei,2020,Fuels,35996
Chinese Taipei,2020,Transport equipment,25447
Chinese Taipei,2020,Agricultural products,22384
Chinese Taipei,2020,Other,80521
Chinese Taipei,2021,Manufactures,703017
Chinese Taipei,2021,Machinery and transport equipment,483400
Chinese Taipei,2021,Office and telecom equipment,336903
Chinese Taipei,2021,Integrated circuits and electronic components,260665
Chinese Taipei,2021,Fuels and mining products,93155
Chinese Taipei,2021,Chemicals,85117
Chinese Taipei,2021,Fuels,60013
Chinese Taipei,2021,Electronic data processing and office equipment,56283
Chinese Taipei,2021,Transport equipment,31440
Chinese Taipei,2021,Agricultural products,26812
Chinese Taipei,2021,Other,103246
Chinese Taipei,2022,Manufactures,753438
Chinese Taipei,2022,Machinery and transport equipment,540055
Chinese Taipei,2022,Office and telecom equipment,375238
Chinese Taipei,2022,Integrated circuits and electronic components,292238
Chinese Taipei,2022,Fuels and mining products,125879
Chinese Taipei,2022,Fuels,95787
Chinese Taipei,2022,Chemicals,83157
Chinese Taipei,2022,Electronic data processing and office equipment,61327
Chinese Taipei,2022,Transport equipment,34395
Chinese Taipei,2022,Agricultural products,27863
Chinese Taipei,2022,Other,107675
Chinese Taipei,2023,Manufactures,661712
Chinese Taipei,2023,Machinery and transport equipment,485560
Chinese Taipei,2023,Office and telecom equipment,347070
Chinese Taipei,2023,Integrated circuits and electronic components,254848
Chinese Taipei,2023,Fuels and mining products,94501
Chinese Taipei,2023,Fuels,70060
Chinese Taipei,2023,Electronic data processing and office equipment,68945
Chinese Taipei,2023,Chemicals,64852
Chinese Taipei,2023,Transport equipment,30278
Chinese Taipei,2023,Agricultural products,25453
Chinese Taipei,2023,Other,98980
Chinese Taipei,2024,Manufactures,445920
Chinese Taipei,2024,Office and telecom equipment,412875
Chinese Taipei,2024,Fuels and mining products,72259
Chinese Taipei,2024,Textiles,6045
Chinese Taipei,2025,Manufactures,1131
Colombia,2018,Manufactures,47771
Colombia,2018,Fuels and mining products,29114
Colombia,2018,Fuels,27746
Colombia,2018,Machinery and transport equipment,18935
Colombia,2018,Agricultural products,14215
Colombia,2018,Chemicals,13612
Colombia,2018,Food,12143
Colombia,2018,Transport equipment,6843
Colombia,2018,Office and telecom equipment,5293
Colombia,2018,Automotive products,4851
Colombia,2018,Other,14301
Colombia,2019,Manufactures,48110
Colombia,2019,Fuels and mining products,27366
Colombia,2019,Fuels,26124
Colombia,2019,Machinery and transport equipment,19717
Colombia,2019,Agricultural products,14375
Colombia,2019,Chemicals,13506
Colombia,2019,Food,12323
Colombia,2019,Transport equipment,7477
Colombia,2019,Office and telecom equipment,5446
Colombia,2019,Automotive products,5424
Colombia,2019,Other,14364
Colombia,2020,Manufactures,40033
Colombia,2020,Fuels and mining products,16257
Colombia,2020,Machinery and transport equipment,15731
Colombia,2020,Fuels,15106
Colombia,2020,Agricultural products,14856
Colombia,2020,Food,12940
Colombia,2020,Chemicals,12443
Colombia,2020,Transport equipment,4964
Colombia,2020,Office and telecom equipment,4923
Colombia,2020,Automotive products,3635
Colombia,2020,Other,12560
Colombia,2021,Manufactures,55392
Colombia,2021,Fuels and mining products,24781
Colombia,2021,Fuels,22931
Colombia,2021,Machinery and transport equipment,20361
Colombia,2021,Agricultural products,18453
Colombia,2021,Chemicals,18034
Colombia,2021,Food,15988
Colombia,2021,Transport equipment,7080
Colombia,2021,Office and telecom equipment,6084
Colombia,2021,Automotive products,4822
Colombia,2021,Other,17861
Colombia,2022,Manufactures,66996
Colombia,2022,Fuels and mining products,40560
Colombia,2022,Fuels,38404
Colombia,2022,Machinery and transport equipment,26342
Colombia,2022,Agricultural products,22867
Colombia,2022,Chemicals,20000
Colombia,2022,Food,19892
Colombia,2022,Transport equipment,10089
Colombia,2022,Office and telecom equipment,6860
Colombia,2022,Automotive products,6512
Colombia,2022,Other,19290
Colombia,2023,Manufactures,55182
Colombia,2023,Fuels and mining products,33642
Colombia,2023,Fuels,31729
Colombia,2023,Machinery and transport equipment,21781
Colombia,2023,Agricultural products,19649
Colombia,2023,Food,16886
Colombia,2023,Chemicals,16714
Colombia,2023,Transport equipment,8247
Colombia,2023,Office and telecom equipment,5367
Colombia,2023,Automotive products,5073
Colombia,2023,Other,15649
Comoros,2018,Manufactures,145
Comoros,2018,Agricultural products,119
Comoros,2018,Food,117
Comoros,2018,Machinery and transport equipment,64
Comoros,2018,Transport equipment,50
Comoros,2018,Automotive products,47
Comoros,2018,Chemicals,19
Comoros,2018,Iron and steel,11
Comoros,2018,Office and telecom equipment,4
Comoros,2018,Fuels and mining products,3
Comoros,2018,Other,13
Comoros,2019,Manufactures,116
Comoros,2019,Agricultural products,109
Comoros,2019,Food,107
Comoros,2019,Machinery and transport equipment,38
Comoros,2019,Transport equipment,25
Comoros,2019,Automotive products,23
Comoros,2019,Chemicals,21
Comoros,2019,Iron and steel,12
Comoros,2019,Fuels and mining products,11
Comoros,2019,Fuels,10
Comoros,2019,Other,10
Comoros,2020,Agricultural products,134
Comoros,2020,Food,131
Comoros,2020,Manufactures,127
Comoros,2020,Machinery and transport equipment,45
Comoros,2020,Transport equipment,29
Comoros,2020,Automotive products,27
Comoros,2020,Fuels and mining products,25
Comoros,2020,Fuels,24
Comoros,2020,Chemicals,15
Comoros,2020,Iron and steel,15
Comoros,2020,Other,18
Comoros,2021,Manufactures,178
Comoros,2021,Agricultural products,143
Comoros,2021,Food,141
Comoros,2021,Machinery and transport equipment,79
Comoros,2021,Transport equipment,43
Comoros,2021,Fuels and mining products,40
Comoros,2021,Fuels,37
Comoros,2021,Automotive products,35
Comoros,2021,Chemicals,19
Comoros,2021,Iron and steel,13
Comoros,2021,Other,37
Comoros,2022,Agricultural products,195
Comoros,2022,Food,192
Comoros,2022,Manufactures,187
Comoros,2022,Machinery and transport equipment,58
Comoros,2022,Transport equipment,33
Comoros,2022,Chemicals,29
Comoros,2022,Iron and steel,21
Comoros,2022,Fuels and mining products,15
Comoros,2022,Fuels,13
Comoros,2022,Automotive products,11
Comoros,2022,Other,31
Comoros,2023,Manufactures,195
Comoros,2023,Agricultural products,179
Comoros,2023,Food,177
Comoros,2023,Machinery and transport equipment,76
Comoros,2023,Transport equipment,22
Comoros,2023,Chemicals,21
Comoros,2023,Fuels and mining products,13
Comoros,2023,Iron and steel,13
Comoros,2023,Fuels,11
Comoros,2023,Automotive products,10
Comoros,2023,Other,32
Congo,2018,Fuels and mining products,9450
Congo,2018,Fuels,9320
Congo,2018,Manufactures,4350
Congo,2018,Machinery and transport equipment,3472
Congo,2018,Transport equipment,2777
Congo,2018,Agricultural products,833
Congo,2018,Food,565
Congo,2018,Chemicals,259
Congo,2018,Iron and steel,168
Congo,2018,Automotive products,104
Congo,2018,Other,192
Congo,2019,Fuels and mining products,4874
Congo,2019,Fuels,4762
Congo,2019,Manufactures,2009
Congo,2019,Machinery and transport equipment,1305
Congo,2019,Agricultural products,928
Congo,2019,Transport equipment,789
Congo,2019,Food,584
Congo,2019,Chemicals,257
Congo,2019,Iron and steel,92
Congo,2019,Automotive products,76
Congo,2019,Other,212
Congo,2020,Fuels and mining products,3806
Congo,2020,Fuels,3744
Congo,2020,Manufactures,2018
Congo,2020,Machinery and transport equipment,1446
Congo,2020,Transport equipment,1094
Congo,2020,Agricultural products,964
Congo,2020,Food,617
Congo,2020,Chemicals,236
Congo,2020,Automotive products,73
Congo,2020,Iron and steel,69
Congo,2020,Other,204
Congo,2021,Fuels and mining products,6633
Congo,2021,Fuels,5384
Congo,2021,Manufactures,1990
Congo,2021,Machinery and transport equipment,1199
Congo,2021,Agricultural products,1133
Congo,2021,Transport equipment,840
Congo,2021,Food,765
Congo,2021,Chemicals,390
Congo,2021,Automotive products,219
Congo,2021,Pharmaceuticals,81
Congo,2021,Other,181
Congo,2022,Fuels and mining products,7976
Congo,2022,Fuels,7807
Congo,2022,Manufactures,3237
Congo,2022,Machinery and transport equipment,1991
Congo,2022,Transport equipment,1544
Congo,2022,Agricultural products,1278
Congo,2022,Food,912
Congo,2022,Chemicals,527
Congo,2022,Iron and steel,166
Congo,2022,Automotive products,110
Congo,2022,Other,210
Congo,2023,Fuels and mining products,6782
Congo,2023,Fuels,6394
Congo,2023,Manufactures,4489
Congo,2023,Machinery and transport equipment,2834
Congo,2023,Transport equipment,1907
Congo,2023,Agricultural products,1350
Congo,2023,Food,972
Congo,2023,Chemicals,464
Congo,2023,Iron and steel,295
Congo,2023,Automotive products,190
Congo,2023,Other,224
Costa Rica,2018,Manufactures,18474
Costa Rica,2018,Agricultural products,7163
Costa Rica,2018,Food,6763
Costa Rica,2018,Machinery and transport equipment,5242
Costa Rica,2018,Chemicals,3809
Costa Rica,2018,Fuels and mining products,2143
Costa Rica,2018,Fuels,1673
Costa Rica,2018,Office and telecom equipment,1450
Costa Rica,2018,Transport equipment,1255
Costa Rica,2018,Pharmaceuticals,1121
Costa Rica,2018,Other,4140
Costa Rica,2019,Manufactures,18447
Costa Rica,2019,Agricultural products,6975
Costa Rica,2019,Food,6603
Costa Rica,2019,Machinery and transport equipment,4777
Costa Rica,2019,Chemicals,3876
Costa Rica,2019,Fuels and mining products,2097
Costa Rica,2019,Fuels,1645
Costa Rica,2019,Office and telecom equipment,1363
Costa Rica,2019,Pharmaceuticals,1164
Costa Rica,2019,Transport equipment,1054
Costa Rica,2019,Other,3739
Costa Rica,2020,Manufactures,17644
Costa Rica,2020,Agricultural products,7095
Costa Rica,2020,Food,6758
Costa Rica,2020,Machinery and transport equipment,4338
Costa Rica,2020,Chemicals,3783
Costa Rica,2020,Fuels and mining products,1314
Costa Rica,2020,Office and telecom equipment,1295
Costa Rica,2020,Pharmaceuticals,1248
Costa Rica,2020,Fuels,915
Costa Rica,2020,Transport equipment,804
Costa Rica,2020,Other,3249
Costa Rica,2021,Manufactures,22344
Costa Rica,2021,Agricultural products,8115
Costa Rica,2021,Food,7667
Costa Rica,2021,Machinery and transport equipment,5391
Costa Rica,2021,Chemicals,4475
Costa Rica,2021,Fuels and mining products,2275
Costa Rica,2021,Fuels,1677
Costa Rica,2021,Office and telecom equipment,1489
Costa Rica,2021,Iron and steel,1359
Costa Rica,2021,Pharmaceuticals,1246
Costa Rica,2021,Other,4228
Costa Rica,2022,Manufactures,24614
Costa Rica,2022,Agricultural products,8508
Costa Rica,2022,Food,8039
Costa Rica,2022,Machinery and transport equipment,6035
Costa Rica,2022,Chemicals,5150
Costa Rica,2022,Fuels and mining products,3289
Costa Rica,2022,Fuels,2660
Costa Rica,2022,Office and telecom equipment,1668
Costa Rica,2022,Pharmaceuticals,1384
Costa Rica,2022,Iron and steel,1285
Costa Rica,2022,Other,4778
Costa Rica,2023,Manufactures,27964
Costa Rica,2023,Agricultural products,9384
Costa Rica,2023,Food,8936
Costa Rica,2023,Machinery and transport equipment,7413
Costa Rica,2023,Chemicals,5135
Costa Rica,2023,Fuels and mining products,3216
Costa Rica,2023,Fuels,2566
Costa Rica,2023,Office and telecom equipment,1885
Costa Rica,2023,Transport equipment,1804
Costa Rica,2023,Automotive products,1586
Costa Rica,2023,Other,5381
Croatia,2018,Manufactures,31038
Croatia,2018,Machinery and transport equipment,11573
Croatia,2018,Agricultural products,7223
Croatia,2018,Fuels and mining products,7138
Croatia,2018,Chemicals,6118
Croatia,2018,Food,6010
Croatia,2018,Fuels,5681
Croatia,2018,Transport equipment,3900
Croatia,2018,Automotive products,2883
Croatia,2018,Pharmaceuticals,2473
Croatia,2018,Other,7450
Croatia,2019,Manufactures,31247
Croatia,2019,Machinery and transport equipment,12046
Croatia,2019,Agricultural products,7354
Croatia,2019,Fuels and mining products,6581
Croatia,2019,Chemicals,6348
Croatia,2019,Food,6208
Croatia,2019,Fuels,5110
Croatia,2019,Transport equipment,4397
Croatia,2019,Automotive products,3136
Croatia,2019,Pharmaceuticals,2647
Croatia,2019,Other,7307
Croatia,2020,Manufactures,30499
Croatia,2020,Machinery and transport equipment,11205
Croatia,2020,Agricultural products,7406
Croatia,2020,Chemicals,6775
Croatia,2020,Food,6345
Croatia,2020,Fuels and mining products,5806
Croatia,2020,Fuels,4251
Croatia,2020,Transport equipment,3540
Croatia,2020,Pharmaceuticals,3072
Croatia,2020,Automotive products,2347
Croatia,2020,Other,7158
Croatia,2021,Manufactures,36834
Croatia,2021,Machinery and transport equipment,13368
Croatia,2021,Fuels and mining products,10173
Croatia,2021,Agricultural products,9112
Croatia,2021,Chemicals,7938
Croatia,2021,Fuels,7804
Croatia,2021,Food,7698
Croatia,2021,Transport equipment,4055
Croatia,2021,Pharmaceuticals,3061
Croatia,2021,Automotive products,2767
Croatia,2021,Other,8583
Croatia,2022,Manufactures,40094
Croatia,2022,Fuels and mining products,19138
Croatia,2022,Fuels,16527
Croatia,2022,Machinery and transport equipment,14759
Croatia,2022,Agricultural products,10460
Croatia,2022,Food,8849
Croatia,2022,Chemicals,8233
Croatia,2022,Transport equipment,4538
Croatia,2022,Automotive products,2996
Croatia,2022,Pharmaceuticals,2924
Croatia,2022,Other,9394
Croatia,2023,Manufactures,44111
Croatia,2023,Machinery and transport equipment,17681
Croatia,2023,Fuels and mining products,12393
Croatia,2023,Agricultural products,11482
Croatia,2023,Fuels,10103
Croatia,2023,Food,10091
Croatia,2023,Chemicals,8456
Croatia,2023,Transport equipment,6215
Croatia,2023,Automotive products,4065
Croatia,2023,Pharmaceuticals,3155
Croatia,2023,Other,9771
Cuba,2018,Manufactures,5879
Cuba,2018,Fuels and mining products,3707
Cuba,2018,Fuels,3383
Cuba,2018,Agricultural products,3002
Cuba,2018,Food,2931
Cuba,2018,Machinery and transport equipment,2622
Cuba,2018,Chemicals,1229
Cuba,2018,Transport equipment,697
Cuba,2018,Automotive products,507
Cuba,2018,Office and telecom equipment,337
Cuba,2018,Other,1018
Cyprus,2018,Manufactures,10068
Cyprus,2018,Machinery and transport equipment,6382
Cyprus,2018,Transport equipment,5087
Cyprus,2018,Fuels and mining products,3593
Cyprus,2018,Fuels,3443
Cyprus,2018,Agricultural products,1920
Cyprus,2018,Food,1852
Cyprus,2018,Chemicals,1377
Cyprus,2018,Automotive products,729
Cyprus,2018,Pharmaceuticals,691
Cyprus,2018,Other,2091
Cyprus,2019,Manufactures,7821
Cyprus,2019,Machinery and transport equipment,4461
Cyprus,2019,Transport equipment,3298
Cyprus,2019,Fuels and mining products,2596
Cyprus,2019,Fuels,2467
Cyprus,2019,Agricultural products,1903
Cyprus,2019,Food,1836
Cyprus,2019,Chemicals,1383
Cyprus,2019,Automotive products,721
Cyprus,2019,Pharmaceuticals,721
Cyprus,2019,Other,1501
Cyprus,2020,Manufactures,7844
Cyprus,2020,Machinery and transport equipment,4443
Cyprus,2020,Transport equipment,3292
Cyprus,2020,Fuels and mining products,1934
Cyprus,2020,Agricultural products,1837
