country,Country Name,Country Code,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,...70
Guyana,Malaysia,MYS,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85581343.8476374,-163339762.033833,1046988580.25928,982414323.517085,889016821.436689,1841949942.18022,571918568.8366,-1655292139.69702,-2421435377.51392,-1674959612.87918,609308163.707337,1581125299.95133,1620799746.91145,4461354572.71316,3600145105.55156,2355988568.29949,899856740.14511,-1798865482.04892,803569676.072839,-67596572.776058,-1154993731.55826,-3482664705.67682,1411002039.99097,940213221.63735,15895015129.7977,19828236842.1053,18019763157.8947,16181578947.3684,16565236842.1053,21756552631.5789,25414723684.2106,30775516791.1238,35471715593.5766,38520460699.6926,51312688997.9361,41550972362.834,40434591219.3347,46436559963.5622,33875653963.4719,27540337316.9555,31341554660.1241,22711691906.1136,19990335308.9183,21988277861.2463,24054470762.8388,27500981134.2942,21603446738.6741,26980425521.7432,29122040538.7734,20435053640.9863,22698293285.212,0
Guyana,North America,NAC,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,Namibia,NAM,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-364237781.360062,-366817983.460779,-418441119.244089,-299044454.734143,-295144894.645758,-365941244.828836,-370730531.113332,-425220551.241565,-302444655.44689,-362828414.199913,-146740694.377721,-193985796.375888,-177044523.14104,-325859398.239093,-227659979.058086,-214544996.273875,199127116.151426,-92995406.8325934,-990186470.012983,-1373339651.55339,-1323975906.00793,-1551987267.14404,-2174125630.73279,-2492979685.7486,-2816139510.53256,-2943119870.30343,-2565430209.39521,-1686277602.21238,-1397163463.70462,-1225374004.36717,-1002539145.51916,-2113569979.7083,-2069016347.98314,-2719910165.90963,-3279279371.18583,0
Guyana,New Caledonia,NCL,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-677244822.36104,-734602834.630329,-576147640.211876,-1012020219.54228,-1264421211.70026,-1263056938.41881,-2562585316.32721,-1932849108.01458,-2392716752.31022,-2484554397.35648,-2560331110.38201,-2536640989.20424,-2122648995.38614,-1962515001.78915,-1501031088.28103,0,0,0,0,0,0,0,0,0
Guyana,Niger,NER,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122581752.525033,-72543463.2037865,-107030538.180919,-147969091.41346,-254799498.406059,-248747607.153386,-339696852.632646,-261438266.837523,-305143311.109942,-109752630.899115,-59486448.0511453,-175111252.272315,-117017930.055655,-109840212.905282,-200242929.893659,-194540393.148465,-195658793.780279,-220026514.990686,-192593800.999665,-160872245.479728,-163249699.992104,-136041699.174718,-144935290.328897,-142548168.434002,-186952569.268714,-154191891.663513,-135266010.952954,-149373763.744404,-194338229.185695,-266460917.096819,-322425066.254255,-483888010.268586,-478728431.53546,-536798788.054228,-911172561.093229,-1437868289.11089,-1538698117.83903,-1725329169.41582,-1214943901.93646,-1261371683.46252,-1504448147.00287,-1630151760.00179,-1296759953.78187,-1505222286.00695,-1918546646.37358,-2008363102.12478,-2204290497.08743,-2539823428.0113,-2817582856.71978,-2584946479.0671,0,0
Guyana,Nigeria,NGA,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-296261339.116846,-3256872676.07506,2506591914.48386,7057671650.66233,-5238719723.67712,-5663280455.57296,-3061802647.31921,1634644658.12793,4326596700.56444,1090894787.67438,2830650968.92885,2079803686.75106,3355314210.21938,7641622023.26494,2878710925.40323,3853246868.81394,1685012648.37927,311829423.531551,-155213290.103402,1749727567.80478,543132296.086534,-1003652734.85157,1792044670.61808,8947932361.38611,3908840366.35388,2339989712.06712,5582237051.09836,17120483279.0615,24367471605.2644,23321457682.8904,20849760438.7317,23807545674.0701,8910395195.0992,11846267187.1371,11643852019.1221,17649549960.618,22765054981.7888,-1860415123.57376,-22899676713.3264,-8550719263.65173,-86132009.91497,-5598563490.82136,-30893479544.0194,-32241264094.1179,-16622243079.3583,-7958107284.31591,-5161397332.42195,-194385706.43546,0
Guyana,Nicaragua,NIC,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-124100000,60300000,159700000,-411800000,-479300000,-380200000,-372500000,-423500000,-579300000,-549200000,-570300000,-583300000,-325800000,-289800000,-485900000,-609800000,-448800000,-488708000,-488379494,-650472000,-810866000,-832736000,-1191678000,-1050300000,-1050400000,-1068500000,-1090200000,-1211600000,-1441670000,-1672400000,-2006100000,-2366300000,-1570000000,-1693700000,-2124800000,-2128800000,-2215200000,-1955800000,-2285000000,-2105000000,-1842500000,-1193200000,-537400000,-609400000,-1724078858.14,-2343500000,-2271300000,-3302581709.96,0
Guyana,Netherlands,NLD,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,-230662983.25847,-48618784.495199,-118232044.113324,-607458563.09626,-173371323.241253,1224726668.50476,1967203766.10725,1948601494.17141,2753931343.41556,2947061398.3436,1121659412.94848,-300100593.64158,-1179679315.50973,-1242299860.15266,4898959477.02498,5950541291.1439,4955136562.94531,6087711284.58819,5552501779.50105,6196346710.24213,4912179103.28308,7884579351.72366,9156455713.65622,11651837124.0769,11164705703.9736,12131219674.5209,16823204426.8415,18904843755.3179,24959272264.5563,24725662497.1636,24212561640.1341,22905671858.9222,18508860810.1833,15778115213.4384,16726905203.5087,17519826436.9652,35877924001.4589,47230882636.9046,54406673619.545,58269291778.9916,71340502767.4048,77902570954.0235,71167791952.7612,72670631250.5046,78273242781.0602,82662915884.0258,89188773726.0587,99427821554.2622,59691114746.103,86409292405.6203,90757971216.1782,98111339374.9178,92575983545.4805,95751289971.129,102683234428.788,91947436126.4341,112849305829.958,133826883411.654,0
Guyana,Norway,NOR,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1969407761.45296,-3009940455.23133,-3862478422.53432,-366563417.246045,1223078080.41077,3515592933.68056,4503893000.25623,3165258943.22616,4311090644.21091,5003602946.21346,4660314582.47557,-2546163379.94766,-1828461215.05063,-744602222.377422,3917261769.88318,8159139204.84735,9299241347.84691,8735536683.62477,7652947771.95463,7677912720.3846,9210227896.01717,14356162492.365,13122944788.5603,2783429000.89015,11628207141.6671,28634752065.6791,28959148662.0592,25807116182.9403,29256428733.6305,35088038657.459,49346598608.4508,58412736961.2839,54051258701.4966,79770502729.3897,47009824745.4402,50460931970.1619,66947329884.0391,65999681828.9438,55985337267.571,44434579076.5971,21863652370.9184,6036031881.34822,13910083578.2814,25065483853.8871,6069346162.033,-3348209857.09074,74135526179.1734,163226325544.777,74771139439.89,64794386295.8472,0
Guyana,Nepal,NPL,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33456000,-58336000,-89109770.6692387,-103833333.333333,-158575000,-156623104.859143,-243663042.87117,-283755031.312079,-213188648.208936,-241093448.539729,-230980405.395206,-263732941.162979,-398104727.459467,-351579349.430291,-411698818.246163,-426448125.816414,-327003208.162608,-380155657.874432,-507621826.853099,-595206851.451087,-591287366.952731,-636952088.500796,-388087351.057886,-439226109.195531,-507977830.283915,-566643510.632456,-724926798.692707,-856816709.247448,-1059082837.07082,-1427964920.10683,-1699390031.90572,-2218897887.12394,-2660852936.14279,-3559207097.92041,-4307317702.01938,-4584800479.47336,-4916709707.98264,-5334668304.9901,-6366746592.60822,-5467903518.93931,-7898498022.05001,-9393295182.66726,-11960657626.2818,-11110082471.6713,-8923098091.38993,-14473555927.7051,-33800053853.2946,-27594994245.8472,-26877558987.321,0
Guyana,Nauru,NRU,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6071681.50474951,9862327.25360275,2382349.37031685,-3675692.94740245,16365843.9788892,13438018.4746422,-14186698.5734077,-57537263.6760321,-43515670.7933291,-51687574.7331049,-39417260.3241404,-42720793.1196538,-61202169.5295265,-86782203.0805965,-86987952.2680417,-85262284.9759343,0,0
Guyana,New Zealand,NZL,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247429412.58553,2251953917.35523,1662375166.81921,1644416393.45153,615723703.548273,-1283142380.03224,-757517796.21408,-260339711.146262,-803586697.80375,2442286807.39943,3322195064.16293,3303885888.31451,786409618.31334,1907413775.84306,2279985712.47154,1805047692.10097,1689001769.07406,2199834440.66167,-162775879.54162,193269978.24221,2054344452.0752,-8061234300.48208,-13865087159.0383,-9382621039.97628,-6199833773.46254,0
Guyana,OECD members,OED,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,Oman,OMN,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557035322.979257,353503185.736836,418934569.828994,389693110.566569,255645628.997237,767226406.39035,1459177769.13485,1787782286.58883,1151129128.98416,1222061381.65044,1123343395.56036,1244951432.41796,-123042473.869291,1568270481.14434,725617685.305592,1330559167.75033,2234590377.11313,859817945.383614,1009102730.81925,442132639.791937,962028608.582574,1042912873.86216,2051099973.3277,1725199977.56567,-1195999992.22367,1637799989.35111,5418301300.39012,4472821846.55396,4262938881.6645,3666059817.94538,3092171651.49545,8456592977.89337,9117869960.98829,6936023407.0221,12957287386.2159,7737001300.39012,14168834850.4551,20182214357.8526,20411014954.2264,17577238634.2946,18830076957.0447,2336060644.52968,-124401464.605507,1889138089.19786,10720954665.9213,10978041345.5461,1864257543.52053,9356575509.46448,22800954135.8586,17337287552.7732,0,0
Guyana,Other small states,OSS,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,Pakistan,PAK,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1194108122.90638,-1555202522.13272,-2050058140.6339,-2596977116.86762,-3114972005.46645,-3212400511.16292,-3567110226.09934,-2945073495.2231,-4069213618.91024,-3581025369.277,-3164346564.13773,-2642944410.6176,-3341475595.97599,-3107290399.88654,-3370640500.03573,-3055722371.75394,-3927387399.8867,-3652292822.60562,-3015303684.81132,-3971692894.9253,-5099044353.86069,-3432555601.27032,-2841000000,-2620000000,-2029000000,-1481000000,-408000000,-435000000,-5979990000,-10170200000,-14558000000,-15640000000,-22456500000,-12838430000,-11960000000,-15718000000,-17528000000,-19124000000,-20547000000,-20018000000,-25036898000,-35006621000,-37647987000,-27305928000,-24764874000,-40902106000,-37627107000,-21854115536.9101,-26630946149.6423,0
Guyana,Panama,PAN,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-193200000,-272700000,-360700000,27800000,-79300000,59400000,203500000,-19500000,85600000,183500000,250500000,701000000,282200000,245200000,-31100000,-67200000,-13200000,89300000,-157300000,-86100000,-257700000,-657300000,-638800000,-289300000,192700000,-64600000,32900000,-203000000,-138900000,558100000,-300100000,-984200000,1483500000,-572100000,-2287200000,-1080600000,-1232300000,-2445300000,-1291500000,-266461140,191735791.32,-870810452.96,1047578890.98,2216711208.97,3148511012.48,3071544271.4,1978307280.36,6489366213.68,0
Guyana,Peru,PER,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-555900000,329600000,1573400000,660900000,-870000000,-742000000,39000000,786100000,980000000,-404830000,-871030000,-466460000,938950000,33000000,-601000000,-914000000,-1325680013.26817,-1545353969.61764,-2974720139.62358,-2657415719.84149,-2497351338.65113,-3119051660.32489,-1210622572.45865,-1137511352.28879,-1141491426.63123,-672677239.071213,-14064416.879275,2272560658.88202,4451808955.29331,8248862336.18374,7311512853.91072,513685474.971384,4774834390.18401,4634780343.50514,6980047573.27673,3303945466.31035,-2080242089.17739,-4186740773.98219,-5669749926.50903,-760065695.65512,3815942534.70701,3611856738.53757,2730522912.66449,2903017975.51663,7134456346.93104,1454093550.78378,9194315489.24106,16164915867.033,0
Guyana,Philippines,PHL,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-887000000,-1294000000,-1645000000,-1931000000,-2065000000,-2665000000,-2407000000,-231000000,886000000,1814000000,173000000,20000000,-937000000,-2537000000,-1361000000,-2261000000,-4639000000,-5736000000,-6522000000,-7824000000,-10112000000,-2658000000,-7597000000,-7841000000,-8553000000,-7532000000,-7814000000,-7461000000,-9998077081.79396,-6982402744.99672,-8008136327.32213,-16675078813.8032,-8962220914.47501,-11094114051.3837,-13866049881.2956,-12747420148.0934,-10647205110.6591,-12753927160.9377,-17854385029.8626,-28505668860.9328,-31521653139.6326,-39364380325.4317,-36272180841.4456,-19908904994.2508,-38767003795.2077,-53805933988.2645,-47852888411.1433,-54164616659.4433,0
Guyana,Palau,PLW,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56296785.480069,-68414548.764981,-56762301.3689432,-60952810.6471236,-37925189.7302746,-50050735.519971,-49343341.8775238,-52426105.1373779,-50262020.9120827,-63443837.8860376,-30432669.6714896,-65649000,-90320000,-92617000,-107266000,-154328000,-159372000,-192201000,0,0,0
Guyana,Papua New Guinea,PNG,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9466543.8894242,-22418896.2933077,-156410363.790611,30960911.3466329,-293298790.43034,-513652852.592393,-501177348.876,-412155821.783127,-339187540.771255,-172983675.59996,-128339899.342112,-165996205.992727,-221950065.723728,-263687343.608108,-127987174.144469,-198316898.694015,268208101.41439,971814529.198952,953509099.052989,1087208622.74415,670180009.709997,150134577.805139,219209971.569912,375628987.957947,565702630.752358,503651484.059286,-11017807.4238152,381955516.551933,366340106.398335,929785686.679439,1049112028.86442,654880726.001556,1277965905.06428,-134065288.059524,-231967769.480945,108900835.70852,-1687437236.77985,-2955691346.78848,3104340926.67802,3778083415.76405,3552283353.68727,4508676329.01396,4117341903.2149,4907180496.45515,3892732292.67262,4601985920.12411,6293492871.36419,4991658001.16057,6389245855.66389,0
Guyana,Poland,POL,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2721000000,-2142000000,-2227000000,-2373000000,-1781000000,-1995000000,291000000,510000000,823000000,605000000,470000000,978000000,1157000000,195000000,3942000000,-18000000,597000000,-2935000000,1945000000,1891000000,-3883000000,-6650000000,-8620000000,-13691000000,-10904000000,-6876000000,-6474000000,-5482000000,-7235000000,-3851000000,-8293000000,-16514000000,-28330000000,-4376000000,-11696000000,-12031000000,-3933000000,5764000000,2268000000,9913000000,13979000000,14869000000,12103000000,21967000000,34088000000,22450000000,14623000000,47774000000,36634000000,0
Guyana,Pre-demographic dividend,PRE,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,Puerto Rico (US),PRI,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,"Korea, Dem. People's Rep.",PRK,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,Portugal,PRT,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1771623837.10726,-2109871549.90519,-1908920552.88364,-1774303284.56876,-2110483765.91201,-3462042989.62338,-6640011642.99154,-4685292442.48496,-2760808809.61996,-1638179053.69963,-767700202.013705,-772075433.134908,-2504656873.56146,-4627180929.80448,-3783979145.83752,-5592470617.10722,-6876795890.63701,-8621319718.63795,-6685360720.96859,-7051932839.15299,-7284981153.19117,-8440792538.29237,-9070226622.80486,-10959524789.1332,-13027965112.4544,-12926315214.6081,-12215479060.6935,-10822178498.0147,-10541686031.7932,-14709125856.7821,-16835801748.9223,-16191219865.8931,-17631717450.462,-24352320741.766,-16490046323.6815,-17496926693.2178,-9048627917.70832,-39278617.30774,3935280554.75615,2044843806.29789,2949567882.10563,3623606723.20494,3513475514.58704,2512780595.81492,2169253273.80949,-4104752400.44966,-6385656039.97112,-5239970419.67,4320114942.39843,7258325860.33575,0
Guyana,Paraguay,PRY,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60300000,-52200000,-42100000,-93300000,-217700000,-276100000,-421600000,-445000000,-244800000,-288900000,-221300000,-329500000,-405500000,-164000000,255500000,345400000,49600000,-90800000,-74800000,-410600000,483346770.43358,226649381.10821,95646547.49801,702936121.87912,698722161.21112,689681489.208881,724870232.386674,1101974891.38509,1000447807.09974,1078092288.51981,1082887002.06224,1061864271.21879,1400096382.22206,948251463.521081,1140173966.29711,663861952.547294,605134164.800474,337304339.956615,1369881521.72287,794363136.404376,929008638.408186,2375901318.7079,2073510714.27829,669627132.53312,371640068.388584,1366428110.44605,517865975.642461,-2117280081.97193,733327274.671298,-1057311930.82511,0
Guyana,West Bank and Gaza,PSE,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2025800000,-2510600000,-2668500000,-2349907152.94835,-2527553573.60014,-2010401024.81338,-2080272409.04739,-1755843760,-2001286649.51509,-2540614300,-2850620140,-2947075076.296,-3217783451.1006,-3480294855.3172,-3809895605.3735,-3897017279.56321,-3923736908.37532,-4429099697.36899,-4734829804.75961,-5049354978.71861,-5401124719.51205,-5664562237.11023,-5967410890.28882,-6425749413.264,-6501965710.78652,-5680064638.17278,-6953873199.19627,-8724189309.0826,-8223955681.45981,-5379455681.4598,0
Guyana,Pacific island small states,PSS,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,Post-demographic dividend,PST,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,French Polynesia,PYF,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-728468796.662733,-1025328543.5011,-898574306.286994,-1036888105.48882,-929143517.743824,-1052138615.25208,-1338878030.85697,-1089353210.74774,-1206470991.11899,-1058678595.26012,-1069742498.92608,-1110279261.43334,-982248876.717437,-801945995.325929,-670140013.847809,0,0,0,0,0,0,0,0,0
Guyana,Qatar,QAT,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78045274725.2747,88182600732.6007,85557142857.1428,76224450549.4505,33019780219.7802,9009065934.06594,23011813186.813202,36750000000,25276373626.3736,11868681318.6813,44345054945.055,87172802197.8022,56534775538.4423,55524450549.4505,0
Guyana,Romania,ROU,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,-23000000,-47000000,207000000,-290000000,-46000000,102000000,-172000000,-591000000,-1295000000,-1643000000,184000000,1891000000,1870000000,2378000000,1994000000,1937000000,2433000000,4120000000,2434000000,-3521000000,-1245000000,-1481000000,-1243000000,-582000000,-1902000000,-2855000000,-2361000000,-3228000000,-1512000000,-1930000000,-3090000000,-2602000000,-4467000000,-6930000000,-10073167533.3343,-15033618153.4505,-24811183192.7468,-28102429497.6214,-11289682062.4502,-10755417173.1483,-10786737151.1344,-8705665053.90748,-1724618730.36358,-783649806.38243,-1444882298.75598,-1946138881.78602,-5303643904.64924,-8432409685.38668,-10577395727.2938,-11115807168.0371,-16167465240.3269,-19923067834.1444,-16939827223.2564,-23322218787.5721,0
Guyana,Russian Federation,RUS,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11014080000,10652980000,15464730000,8212410000,12197530000,29970120000,52049520000,37160460000,34807650000,46684100000,72332370000,104559590000,123739550000,106729110000,157205870000,95630270000,120874760000,163398060000,145076240000,122306910000,133652970000,111245900000,66256050000,83234750000,164976050000,129328030000,76653160000,172794030000,293494039235.801,85522270000,94899260000,0
Guyana,Rwanda,RWA,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-941103243.065745,-1224722857.99541,-1253815282.9102001,-1154648241.74298,-1325242910.72971,-1489712841.67107,-1539599265.47421,-1166689291.37218,-1298121022.54492,-1482482929.20155,-1648602394.27268,-1745970645.09709,-1984989565.16376,-2273994598.05972,0,0
Guyana,South Asia,SAS,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,Saudi Arabia,SAU,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,1680473961.90321,2569513664.87101,5250109949.99855,25783098598.8121,18350514736.4443,19067988673.957,17489039214.1674,4744729346.40438,14621359169.8757,50971796743.3514,49318429874.375,9471523324.6152,-20461628903.3432,-19757019686.7602,-15145759995.433,-14599662731.8718,-11384000000,-8058666666.66667,-8199999999.99999,3501333333.33334,-14058666666.6667,-8764800000,-4653066666.66666,6234533333.33333,8575866666.66666,13828933333.3333,12638533333.3333,-862800000.00001,11548560000,29327466666.6667,25092746133.3333,28037200000,44231760000,65103253333.3333,104325120000,111862286596.9,103968941035.677,146169041653.333,39987598266.6667,87627967474.9333,178246906733.333,184213302925.49,157750352290.196,95966244483.2501,-29296857411.0667,2512457612.48266,38494342202.4893,105847721876.695,66885222484.4043,664277187.03624,72986051067.8821,187510587878.025,78820567472.8384,43885705968.6075,0
Guyana,Sudan,SDN,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64324802.5563305,-128468108.951479,-288250000.665065,-498600000.9972,-881428828.159035,-206359699.660157,-263384615.384616,-106999999.999999,-106995105.188896,-274440000,-473653333.333334,-604444444.444444,-612166666.666666,-377800000,-956000000,-645400000,-266910000,-669000000,-557300000,-869270000,-969000000,-1324700000,-669200000,-179800000,-342100000,-1030730000,-787740000,-828830000,-2477690566.75834,-3699976520.17054,-1014022945.49312,1326815089.47756,-2047805936.56511,274460811.337636,-1379977.09696817,-5106165772.15506,-4709950986.25009,-4158965533.77839,-5250554114.3805,-4279483944.24953,-3935200023.62123,-3241606275.68062,-4685625502.3079,-5454158297.72246,-3606680948.16271,-5666885769.57708,0,0,0
Guyana,Senegal,SEN,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79184172.8166181,-93741440.5199764,-138229469.251838,-119993640.548753,-279895234.870109,-285067371.54215,-408084917.779977,-531922229.25769,-345428606.630859,-361039785.742302,-288014830.424985,-338153848.87964,-339006637.758708,-388535088.93208,-364044480.204713,-316637530.002038,-387233328.232149,-439514227.15431,-503944586.200818,-517299991.611323,-283589100.077858,-315296997.512953,-293039366.307266,-291476661.374298,-330650416.541355,-360117948.640963,-435907522.883719,-441219303.356247,-558099493.007179,-832712597.372973,-1013554811.65916,-1340652040.96105,-1635850079.46629,-2529784161.16289,-3534640927.24209,-2165924398.35281,-1990564715.87823,-2636048196.64959,-2984671612.56592,-3091588323.33272,-2932438127.78563,-2271452517.90923,-2086534060.04009,-2906141229.2163,-3673057356.20929,-3334165781.93887,-4563895368.22042,-5498030716.07462,-7279647889.99421,-7915370883.2456,0,0
Guyana,Singapore,SGP,BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,-481422222.393395,-414264592.319104,-827702240.865219,-579850715.021943,-478379499.708446,-167254242.898024,-387858532.919914,-657144937.729555,-1026990212.27278,-764901015.139421,-665412787.492915,-305719221.175888,-513341407.276367,-384519237.382984,58325997.937797,39506485.489753,1793507832.59004,2496592331.78511,2536670589.96617,4589273827.09617,4842026642.65688,4552260013.02768,10500285607.8209,14737243143.1342,15768053998.4363,14747584841.3401,18428040921.7246,14673236483.9219,11853210335.1,14812617467.2696,17051322982.2973,27295921783.9685,30345485866.3081,38200249639.8848,45646156750.8603,56581053479.0285,40002944930.3908,45619614148.231,63099137641.2564,76981679928.6127,71489958547.0402,71092623671.3818,73803243755.1793,84076882512.3197,83944486448.3213,91722432427.5395,112382575172.524,110545012492.441,110068430684.488,158308997754.594,202991344294.003,189183129359.779,192576845361.34,0
